SchoolID,NAME,Managed by Network,Geographic Area,"ES
or
HS","20th DAY
2013-14 School
Enrollment",Total # CR,IC,School's Space Utilization Index,"Space Use Status - 
Permanent","Moible
CR's","Leased
Cr's",Adj IC,Adj Util,"Space Use Status - 
Adjusted",,,,,,,,,
400057,NOBLE ST-UIC HS,Charter,Near West,HS,851,32.0,768,111%,Efficient,,,,111%,Efficient,,,,,,,,,
400058,NORTH LAWNDALE-CHRISTIANA HS,OS4,North Lawndale,HS,425,18.0,432,98%,Efficient,,,,98%,Efficient,,,,,,,,,
400059,NORTH LAWNDALE-COLLINS HS,OS4,North Lawndale,HS,422,26.0,624,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
610354,NORTH RIVER - FULL LEASE,1,Albany Irving,ES,403,14.0,300,134%,Overcrowded,,,,134%,Overcrowded,,,,,,,,,
609691,NORTH-GRAND HS,5,Humboldt Park,HS,910,50.0,"1,200",76%,Underutilized,,,,76%,Underutilized,,,,,,,,,
609744,NORTHSIDE LEARNING HS,1,Albany Irving,HS,284,19.0,197,144%,Overcrowded,4,,239,119%,Efficient,,,,,,,,,
609749,NORTHSIDE PREP HS,1,Albany Irving,HS,1069,43.0,"1,032",104%,Efficient,,,,104%,Efficient,,,,,,,,,
610051,NORTHWEST,3,Belmont Cragin,ES,667,30.5,690,97%,Efficient,,,,97%,Efficient,,,,,,,,,
610099,NORWOOD PARK,1,Sauganash,ES,367,15.5,330,111%,Efficient,,,,111%,Efficient,,,,,,,,,
610101,OGDEN,6,Loop,ES,822,36.0,810,101%,Efficient,,,,101%,Efficient,,,,,,,,,
610529,OGDEN HS,6,Near North,HS,784,38.0,912,86%,Efficient,,,,86%,Efficient,,,,,,,,,
610102,OGLESBY,11,Auburn Gresham,ES,480,23.0,510,94%,Efficient,,,,94%,Efficient,,,,,,,,,
610103,O'KEEFFE,AUSL,South Shore,ES,588,43.0,990,59%,Underutilized,,,,59%,Underutilized,,,,,,,,,
610569,OMBUDSMAN #1,Options,Chicago Lawn,HS,70,N/A,400,18%,Underutilized,,,,18%,Underutilized,,,,,,,,,
610570,OMBUDSMAN #2,Options,Sauganash,HS,0,N/A,400,0%,N/A,,,,0%,,,,,,,,,,
610571,OMBUDSMAN #3,Options,Ravenswood,HS,0,N/A,400,0%,N/A,,,,0%,,,,,,,,,,
610104,ONAHAN,1,Sauganash,ES,670,31.0,690,97%,Efficient,,,,97%,Efficient,,,,,,,,,
610105,ORIOLE PARK,1,Sauganash,ES,661,17.0,390,169%,Overcrowded,8,2,600,110%,Efficient,,,,,,,,,
610329,OROZCO,7,Pilsen - Little Village,ES,616,36.5,840,73%,Underutilized,,,,73%,Underutilized,,,,,,,,,
610389,ORR HS,AUSL,Garfield - West Humboldt,HS,647,88.0,"2,112",31%,Underutilized,,,,31%,Underutilized,,,,,,,,,
610107,OTIS,6,Near North,ES,635,38.0,870,73%,Underutilized,,,,73%,Underutilized,,,,,,,,,
610108,O'TOOLE,11,Englewood,ES,419,25.5,570,74%,Underutilized,,,,74%,Underutilized,,,,,,,,,
610109,OWEN,10,Ashburn,ES,252,14.5,330,76%,Underutilized,,,,76%,Underutilized,,,,,,,,,
610111,PALMER,1,Albany Irving,ES,906,29.0,660,137%,Overcrowded,8,,840,108%,Efficient,,,,,,,,,
610115,PARK MANOR,12,Chatham,ES,355,20.0,450,79%,Underutilized,,,,79%,Underutilized,,,,,,,,,
610112,PARKER,11,Englewood,ES,791,44.0,990,80%,Efficient,,,,80%,Efficient,,,,,,,,,
610116,PARKSIDE,12,South Shore,ES,295,26.0,600,49%,Underutilized,,,,49%,Underutilized,,,,,,,,,
400060,PASSAGES,Charter,Ravenswood,ES,440,20.0,450,98%,Efficient,,,,98%,Efficient,,,,,,,,,
610117,PASTEUR,8,McKinley Park,ES,1222,29.5,660,185%,Overcrowded,8,12,"1,140",107%,Efficient,,,,,,,,,
610557,PATHWAYS HS,Options,Ashburn,HS,310,N/A,300,103%,Efficient,,,,103%,Efficient,,,,,,,,,
610568,PATHWAYS HS - AVONDALE,Options,Logan,HS,161,N/A,300,54%,Underutilized,,,,54%,Underutilized,,,,,,,,,
609680,PAYTON HS,6,Loop,HS,819,35.0,840,98%,Efficient,,,,98%,Efficient,,,,,,,,,
610386,PEACE & ED HS,Options,McKinley Park,HS,160,N/A,180,89%,Efficient,,,,89%,Efficient,,,,,,,,,
610120,PECK,8,McKinley Park,ES,1608,34.0,780,206%,Overcrowded,18,4,"1,290",125%,Overcrowded,,,,,,,,,
610122,PEIRCE,2,Ravenswood,ES,1041,48.0,"1,080",96%,Efficient,,,,96%,Efficient,,,,,,,,,
610123,PENN,5,North Lawndale,ES,404,34.0,780,52%,Underutilized,,,,52%,Underutilized,,,,,,,,,
609872,PEREZ,7,Pilsen - Little Village,ES,349,43.5,990,35%,Underutilized,,,,35%,Underutilized,,,,,,,,,
610126,PERSHING EAST,9,Bronzeville,ES,447,40.0,900,50%,Underutilized,,,,50%,Underutilized,,,,,,,,,
400062,PERSPECTIVES-CAL TECH HS,Charter,Auburn Gresham,HS,494,26.0,624,79%,Underutilized,,,,79%,Underutilized,,,,,,,,,
400066,PERSPECTIVES-IIT HS,Charter,Bronzeville,HS,586,38.0,912,64%,Underutilized,,,,64%,Underutilized,,,,,,,,,
400064,PERSPECTIVES-JOSLIN HS,Charter,Loop,HS,385,15.0,360,107%,Efficient,,,,107%,Efficient,,,,,,,,,
400061,PERSPECTIVES-LEADERSHIP ACAD HS,Charter,Auburn Gresham,HS,754,41.0,984,77%,Underutilized,,,,77%,Underutilized,,,,,,,,,
610127,PETERSON,1,Albany Irving,ES,860,39.5,900,96%,Efficient,,4,990,87%,Efficient,,,,,,,,,
609727,PHILLIPS HS,AUSL,Bronzeville,HS,670,76.0,"1,824",37%,Underutilized,,,,37%,Underutilized,,,,,,,,,
610304,PHOENIX MILITARY HS,6,Near West,HS,497,24.0,576,86%,Efficient,,,,86%,Efficient,,,,,,,,,
610106,PICCOLO,AUSL,Garfield - West Humboldt,ES,544,58.0,"1,320",41%,Underutilized,,,,41%,Underutilized,,,,,,,,,
610129,PICKARD,7,Pilsen - Little Village,ES,614,31.0,690,89%,Efficient,,,,89%,Efficient,,,,,,,,,
610013,PILSEN,7,Pilsen - Little Village,ES,439,33.0,750,59%,Underutilized,,,,59%,Underutilized,,,,,,,,,
610130,PIRIE,12,Chatham,ES,394,22.0,480,82%,Efficient,4,,600,66%,Underutilized,,,,,,,,,
610131,PLAMONDON,5,North Lawndale,ES,163,11.5,240,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
400068,PLATO ,Contract,Austin,ES,475,18.5,420,113%,Efficient,,,,113%,Efficient,,,,,,,,,
610132,POE,13,Far South Side,ES,193,13.0,300,64%,Underutilized,,,,64%,Underutilized,,,,,,,,,
400069,POLARIS,Charter,Garfield - West Humboldt,ES,442,21.0,480,92%,Efficient,,,,92%,Efficient,,,,,,,,,
610135,PORTAGE PARK,1,Albany Irving,ES,1114,46.0,"1,050",106%,Efficient,,,,106%,Efficient,,,,,,,,,
610281,POWELL,12,South Shore,ES,564,36.0,810,70%,Underutilized,,,,70%,Underutilized,,,,,,,,,
610136,PRESCOTT,4,Lincoln Park,ES,288,16.0,360,80%,Efficient,,,,80%,Efficient,,,,,,,,,
610533,PRIETO,3,Belmont Cragin,ES,1051,36.0,810,130%,Overcrowded,,,,130%,Overcrowded,,,,,,,,,
610229,PRITZKER,6,Near North,ES,699,33.0,750,93%,Efficient,,,,93%,Efficient,,,,,,,,,
400070,PROLOGUE-EARLY COLLEGE  HS,Options,Near North,HS,231,N/A,225,103%,Efficient,,,,103%,Efficient,,,,,,,,,
400109,PROLOGUE-JOHNSTON HS,Options,Auburn Gresham,HS,251,N/A,250,100%,Efficient,,,,100%,Efficient,,,,,,,,,
609679,PROSSER HS,3,Belmont Cragin,HS,1514,50.0,"1,200",126%,Overcrowded,,,,126%,Overcrowded,,,,,,,,,
400071,PROVIDENCE ENGLEWOOD,Charter,Englewood,ES,471,28.0,630,75%,Underutilized,,,,75%,Underutilized,,,,,,,,,
610137,PRUSSING,1,Albany Irving,ES,687,18.5,420,164%,Overcrowded,6,,540,127%,Overcrowded,,,,,,,,,
610138,PULASKI,6,Near North,ES,895,42.0,960,93%,Efficient,,,,93%,Efficient,,,,,,,,,
610139,PULLMAN,13,Far South Side,ES,254,24.0,540,47%,Underutilized,,,,47%,Underutilized,,,,,,,,,
610334,RABY HS,OS4,Garfield - West Humboldt,HS,513,44.0,"1,056",49%,Underutilized,,,,49%,Underutilized,,,,,,,,,
609941,RANDOLPH,11,Englewood,ES,500,33.0,750,67%,Underutilized,,,,67%,Underutilized,,,,,,,,,
610141,RAVENSWOOD,2,Ravenswood,ES,508,22.5,510,100%,Efficient,,,,100%,Efficient,,,,,,,,,
610142,RAY,9,Hyde Park,ES,721,38.5,870,83%,Efficient,,,,83%,Efficient,,,,,,,,,
610143,REAVIS,OS4,Hyde Park,ES,304,33.5,750,41%,Underutilized,,,,41%,Underutilized,,,,,,,,,
610144,REILLY,4,Logan,ES,1150,38.0,870,132%,Overcrowded,4,19,"1,380",83%,Efficient,,,,,,,,,
610145,REINBERG,1,Albany Irving,ES,840,33.5,750,112%,Efficient,4,,840,100%,Efficient,,,,,,,,,
610146,REVERE,12,South Shore,ES,324,17.0,390,83%,Efficient,,,,83%,Efficient,,,,,,,,,
609682,RICHARDS HS,OS4,McKinley Park,HS,385,36.0,864,45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
610390,RICKOVER HS,2,Ravenswood,HS,507,25.0,600,85%,Efficient,,,,85%,Efficient,,,,,,,,,
609707,ROBESON HS,11,Englewood,HS,372,54.0,"1,296",29%,Underutilized,,,,29%,Underutilized,,,,,,,,,
610256,ROBINSON,OS4,Bronzeville,ES,135,16.0,360,38%,Underutilized,,,,38%,Underutilized,,,,,,,,,
610147,ROGERS,2,Ravenswood,ES,752,31.5,720,104%,Efficient,,,,104%,Efficient,,,,,,,,,
609728,ROOSEVELT HS,1,Albany Irving,HS,1437,58.0,"1,392",103%,Efficient,,,,103%,Efficient,,,,,,,,,
400096,ROWE,Charter,Near North,ES,588,22.0,480,123%,Overcrowded,,,,123%,Overcrowded,,,,,,,,,
610308,RUDOLPH,6,Near West,ES,109,11.0,104,105%,Efficient,,,104,108%,Efficient,,,,,,,,,
610152,RUGGLES,12,Chatham,ES,410,29.5,660,62%,Underutilized,,,,62%,Underutilized,,,,,,,,,
610125,RUIZ,7,Pilsen - Little Village,ES,897,33.5,750,120%,Efficient,6,,900,100%,Efficient,,,,,,,,,
610153,RYDER,11,Auburn Gresham,ES,410,31.0,690,59%,Underutilized,,,,59%,Underutilized,,,,,,,,,
610342,SABIN,5,Humboldt Park,ES,626,29.5,660,95%,Efficient,,,,95%,Efficient,,,,,,,,,
610250,SALAZAR,6,Loop,ES,405,17.0,390,104%,Efficient,,,,104%,Efficient,,,,,,,,,
610226,SANDOVAL,8,McKinley Park,ES,1133,38.0,870,130%,Overcrowded,,,,130%,Overcrowded,,,,,,,,,
610017,SAUCEDO,7,Pilsen - Little Village,ES,1281,61.0,"1,380",93%,Efficient,,,,93%,Efficient,,,,,,,,,
610155,SAUGANASH,1,Sauganash,ES,553,24.5,540,102%,Efficient,,,,102%,Efficient,,,,,,,,,
610157,SAWYER,8,McKinley Park,ES,1837,56.5,"1,290",142%,Overcrowded,6,,"1,440",128%,Overcrowded,,,,,,,,,
610158,SAYRE,3,Belmont Cragin,ES,571,29.0,660,87%,Efficient,,,,87%,Efficient,,,,,,,,,
610159,SCAMMON,1,Albany Irving,ES,872,34.0,780,112%,Efficient,6,,900,97%,Efficient,,,,,,,,,
610178,SCHMID,12,Chatham,ES,208,21.0,480,43%,Underutilized,,,,43%,Underutilized,,,,,,,,,
610297,SCHOOL OF LEADERSHP HS,12,South Shore,HS,134,33.0,792,17%,Underutilized,,,,17%,Underutilized,,,,,,,,,
610165,SCHUBERT,3,Belmont Cragin,ES,967,41.5,930,104%,Efficient,8,2,"1,170",83%,Efficient,,,,,,,,,
609729,SCHURZ HS,1,Albany Irving,HS,2379,104.0,"2,496",95%,Efficient,,,,95%,Efficient,,,,,,,,,
609730,SENN HS,2,Ravenswood,HS,1162,74.0,"1,776",65%,Underutilized,,,,65%,Underutilized,,,,,,,,,
610167,SEWARD,8,McKinley Park,ES,849,25.0,570,149%,Overcrowded,,9,780,109%,Efficient,,,,,,,,,
400073,SHABAZZ-DUSABLE HS,Charter,Bronzeville,HS,234,25.0,600,39%,Underutilized,,,,39%,Underutilized,,,,,,,,,
400072,SHABAZZ-SHABAZZ,Charter,South Shore,ES,324,11.0,240,135%,Overcrowded,,,,135%,Overcrowded,,,,,,,,,
400074,SHABAZZ-SIZEMORE,Charter,Englewood,ES,286,19.0,420,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
610081,SHERIDAN,6,Bridgeport - Chinatown,ES,545,21.0,480,114%,Efficient,,,,114%,Efficient,,,,,,,,,
610172,SHERMAN,AUSL,Englewood,ES,391,30.0,690,57%,Underutilized,,,,57%,Underutilized,,,,,,,,,
610173,SHERWOOD,11,Englewood,ES,407,26.0,600,68%,Underutilized,,,,68%,Underutilized,,,,,,,,,
610174,SHIELDS,8,McKinley Park,ES,1051,42.0,960,109%,Efficient,4,0,"1,050",100%,Efficient,,,,,,,,,
610559,SHIELDS MIDDLE,8,McKinley Park,ES,717,36.0,810,89%,Efficient,,,,89%,Efficient,,,,,,,,,
610175,SHOESMITH,9,Hyde Park,ES,343,15.0,330,104%,Efficient,2,,390,88%,Efficient,,,,,,,,,
610176,SHOOP,13,Far South Side,ES,502,37.5,840,60%,Underutilized,,,,60%,Underutilized,,,,,,,,,
609692,SIMEON HS,11,Auburn Gresham,HS,1467,67.0,"1,608",91%,Efficient,,,,91%,Efficient,,,,,,,,,
609750,SIMPSON HS,Options,Near West,HS,87,8.0,192,45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
610534,SKINNER NORTH,4,Lincoln Park,ES,368,28.0,630,58%,Underutilized,,,,58%,Underutilized,,,,,,,,,
610177,SKINNER WEST,6,Near West,ES,903,32.5,750,120%,Efficient,,,,120%,Efficient,,,,,,,,,
609978,SMITH,13,Far South Side,ES,343,29.5,660,52%,Underutilized,,,,52%,Underutilized,,,,,,,,,
610179,SMYSER,1,Albany Irving,ES,1006,34.5,780,129%,Overcrowded,,6,930,108%,Efficient,,,,,,,,,
610180,SMYTH,OS4,Near West,ES,512,54.5,"1,230",42%,Underutilized,,,,42%,Underutilized,,,,,,,,,
610383,SOCIAL JUSTICE HS,7,Pilsen - Little Village,HS,356,15.0,360,99%,Efficient,,,,99%,Efficient,,,,,,,,,
610182,SOLOMON,1,Albany Irving,ES,357,18.0,390,92%,Efficient,,,,92%,Efficient,,,,,,,,,
610543,SOLORIO HS,AUSL,McKinley Park,HS,1068,40.0,960,111%,Efficient,,,,111%,Efficient,,,,,,,,,
609990,SOUTH LOOP,6,Loop,ES,867,30.5,690,126%,Overcrowded,,,,126%,Overcrowded,,,,,,,,,
610530,SOUTH SHORE FINE ARTS,12,South Shore,ES,503,38.0,870,58%,Underutilized,,,,58%,Underutilized,,,,,,,,,
610547,SOUTH SHORE INTL HS,12,South Shore,HS,572,40.0,960,60%,Underutilized,,,,60%,Underutilized,,,,,,,,,
609745,SOUTHSIDE HS,11,Englewood,HS,228,22.0,228,100%,Efficient,,,,100%,Efficient,,,,,,,,,
610183,SPENCER,3,Austin,ES,864,54.0,"1,230",70%,Underutilized,,,,70%,Underutilized,,,,,,,,,
610184,SPRY,7,Pilsen - Little Village,ES,734,37.0,840,87%,Efficient,,1,870,84%,Efficient,,,,,,,,,
610357,SPRY COMMUNITY LINKS HS,7,Pilsen - Little Village,HS,189,6.0,144,131%,Overcrowded,,,,131%,Overcrowded,,,,,,,,,
610339,STAGG,AUSL,Englewood,ES,589,36.0,810,73%,Underutilized,,,,73%,Underutilized,,,,,,,,,
609732,STEINMETZ  HS,3,Belmont Cragin,HS,1809,79.5,"1,908",95%,Efficient,12,,"2,196",82%,Efficient,,,,,,,,,
610548,STEM,6,Near West,ES,334,27.0,600,56%,Underutilized,,,,56%,Underutilized,,,,,,,,,
610185,STEVENSON,10,Ashburn,ES,1264,42.0,960,132%,Overcrowded,6,,"1,080",117%,Efficient,,,,,,,,,
610163,STOCK,1,Sauganash,ES,241,8.0,156,154%,Overcrowded,2,,156,154%,Overcrowded,,,,,,,,,
610191,STONE,2,Ravenswood,ES,634,25.0,570,111%,Efficient,,,,111%,Efficient,,,,,,,,,
610192,STOWE,5,Humboldt Park,ES,794,49.5,"1,140",70%,Underutilized,,,,70%,Underutilized,,,,,,,,,
610405,SUDER,6,Near West,ES,417,32.0,720,58%,Underutilized,,,,58%,Underutilized,,,,,,,,,
610193,SULLIVAN ELEM,12,South Shore,ES,502,39.0,900,56%,Underutilized,,,,56%,Underutilized,,,,,,,,,
609733,SULLIVAN HS,2,Ravenswood,HS,708,44.0,"1,056",67%,Underutilized,,,,67%,Underutilized,,,,,,,,,
610194,SUMNER,5,Garfield - West Humboldt,ES,417,57.5,"1,320",32%,Underutilized,,,,32%,Underutilized,,,,,,,,,
610195,SUTHERLAND,10,Beverly,ES,737,28.5,630,117%,Efficient,,,,117%,Efficient,,,,,,,,,
610196,SWIFT,2,Ravenswood,ES,696,36.5,840,83%,Efficient,,,,83%,Efficient,,,,,,,,,
609734,TAFT HS,1,Sauganash,HS,3195,91.0,"2,184",146%,Overcrowded,,,,146%,Overcrowded,,,,,,,,,
610197,TALCOTT,6,Near North,ES,535,40.5,930,58%,Underutilized,,,,58%,Underutilized,,,,,,,,,
400093,TALENT DEVELOPMENT HS,Charter,Near West,HS,183,28.5,684,27%,Underutilized,,,,27%,Underutilized,,,,,,,,,
610249,TALMAN - FULL LEASE,8,McKinley Park,ES,419,14.0,300,140%,Overcrowded,,,,140%,Overcrowded,,,,,,,,,
610279,TANNER,12,Chatham,ES,404,25.0,570,71%,Underutilized,,,,71%,Underutilized,"6,486",,,,,,,,
610396,TARKINGTON,AUSL,Chicago Lawn,ES,1056,42.5,960,110%,Efficient,,2,"1,020",104%,Efficient,,,,,,,,,
610198,TAYLOR,13,Far East Side,ES,590,33.0,750,79%,Underutilized,,,,79%,Underutilized,,,,,,,,,
610506,TEAM ENGLEWOOD HS,11,Englewood,HS,407,28.0,672,61%,Underutilized,,,,61%,Underutilized,,,,,,,,,
609921,TELPOCHCALLI,OS4,Pilsen - Little Village,ES,308,13.5,300,103%,Efficient,,,,103%,Efficient,,,,,,,,,
610504,THOMAS - FULL LEASE,8,McKinley Park,ES,176,10.0,182,97%,Efficient,,,182,96%,Efficient,,,,,,,,,
610200,"THORP, J",12,South Shore,ES,413,27.0,600,69%,Underutilized,,,,69%,Underutilized,,,,,,,,,
610201,"THORP, O",1,Reed-Dunning,ES,846,33.0,750,113%,Efficient,,,,113%,Efficient,,,,,,,,,
609735,TILDEN HS,OS4,McKinley Park,HS,345,82.0,"1,968",18%,Underutilized,,,,18%,Underutilized,,,,,,,,,
610065,TILL,9,Woodlawn,ES,421,58.5,"1,350",31%,Underutilized,,,,31%,Underutilized,,,,,,,,,
610202,TILTON,5,Garfield - West Humboldt,ES,448,35.0,780,57%,Underutilized,,,,57%,Underutilized,,,,,,,,,
610203,TONTI,8,McKinley Park,ES,1084,40.0,900,120%,Efficient,4,,990,109%,Efficient,,,,,,,,,
609895,TURNER-DREW,11,Auburn Gresham,ES,373,20.0,450,83%,Efficient,,,,83%,Efficient,,,,,,,,,
610206,TWAIN,10,MDW,ES,1201,45.0,"1,020",118%,Efficient,,,,118%,Efficient,,,,,,,,,
400076,U of C - NKO,Charter,Bronzeville,ES,340,16.0,360,94%,Efficient,,,,94%,Efficient,,,,,,,,,
400075,U of C-DONOGHUE,Charter,Bronzeville,ES,550,42.0,960,57%,Underutilized,,,,57%,Underutilized,,,,,,,,,
400077,U OF C-WOODLAWN HS,Charter,Woodlawn,HS,634,55.0,"1,320",48%,Underutilized,,,,48%,Underutilized,,,,,,,,,
400078,U of C-WOODSON,Charter,Bronzeville,ES,372,37.0,840,44%,Underutilized,,,,44%,Underutilized,,,,,,,,,
400120,"UNO - GALEWOOD (""Near West"")",Charter,Belmont Cragin,ES,576,22.0,480,120%,Efficient,,,,120%,Efficient,,,,,,,,,
400121,"UNO - ROGERS PARK (""Northside"")",Charter,Ravenswood,ES,605,23.0,510,119%,Efficient,,,,119%,Efficient,,,,,,,,,
400153,UNO 15,Charter,McKinley Park,ES,380,16.0,360,106%,Efficient,,,,106%,Efficient,,,,,,,,,
400149,UNO SOCCER ACAD HS,Charter,McKinley Park,HS,544,26.0,624,87%,Efficient,,,,87%,Efficient,,,,,,,,,
400101,UNO-CISNEROS,Charter,McKinley Park,ES,555,18.0,390,142%,Overcrowded,,,,142%,Overcrowded,,,,,,,,,
400081,UNO-DE LAS CASAS,Charter,Pilsen - Little Village,ES,286,14.0,300,95%,Efficient,,,,95%,Efficient,,,,,,,,,
400082,UNO-FUENTES,Charter,Logan,ES,576,20.0,450,128%,Overcrowded,,,,128%,Overcrowded,,,,,,,,,
400085,UNO-GARCIA HS,Charter,McKinley Park,HS,648,26.0,624,104%,Efficient,,,,104%,Efficient,,,,,,,,,
400089,UNO-MARQUEZ,Charter,McKinley Park,ES,575,21.0,480,120%,Efficient,,,,120%,Efficient,,,,,,,,,
400083,UNO-PAZ,Charter,Pilsen - Little Village,ES,429,18.0,390,110%,Efficient,,,,110%,Efficient,,,,,,,,,
400114,UNO-SANTIAGO,Charter,Humboldt Park,ES,278,11.0,240,116%,Efficient,,,,116%,Efficient,,,,,,,,,
400112,UNO-SOCCER ACADEMY,Charter,McKinley Park,ES,573,26.0,600,96%,Efficient,,,,96%,Efficient,,,,,,,,,
400084,UNO-TAMAYO,Charter,McKinley Park,ES,288,11.0,240,120%,Efficient,,,,120%,Efficient,,,,,,,,,
400080,UNO-TORRES,Charter,McKinley Park,ES,636,25.0,570,112%,Efficient,,,,112%,Efficient,,,,,,,,,
400079,UNO-ZIZUMBO,Charter,McKinley Park,ES,638,25.0,570,112%,Efficient,,,,112%,Efficient,,,,,,,,,
610394,UPLIFT HS,2,Ravenswood,HS,354,37.0,888,40%,Underutilized,,,,40%,Underutilized,,,,,,,,,
400105,URBAN PREP-BRONZEVILLE HS,Charter,Bronzeville,HS,502,28.0,672,75%,Underutilized,,,,75%,Underutilized,,,,,,,,,
400086,URBAN PREP-ENGLEWOOD HS,Charter,Englewood,HS,449,28.0,672,67%,Underutilized,,,,67%,Underutilized,,,,,,,,,
400102,URBAN PREP-WEST HS,Charter,Near West,HS,476,30.0,720,66%,Underutilized,,,,66%,Underutilized,,,,,,,,,
610207,VANDERPOEL,10,Beverly,ES,298,12.5,270,110%,Efficient,,,,110%,Efficient,,,,,,,,,
609766,VAUGHN HS,1,Albany Irving,HS,214,18.0,187,114%,Efficient,,,,114%,Efficient,,,,,,,,,
609871,VICK,10,Beverly,ES,348,7.5,130,268%,Overcrowded,,8,286,122%,Overcrowded,,,,,,,,,
610518,VOISE HS,3,Austin,HS,341,25.0,600,57%,Underutilized,,,,57%,Underutilized,,,,,,,,,
610209,VOLTA,1,Albany Irving,ES,1034,41.0,930,111%,Efficient,2,,990,104%,Efficient,,,,,,,,,
609737,VON STEUBEN HS,1,Albany Irving,HS,1666,62.5,"1,500",111%,Efficient,,,,111%,Efficient,,,,,,,,,
610366,WACKER,11,Auburn Gresham,ES,245,13.0,300,82%,Efficient,,,,82%,Efficient,,,,,,,,,
610213,WADSWORTH,9,Woodlawn,ES,522,41.0,930,56%,Underutilized,,,,56%,Underutilized,,,,,,,,,
610216,WALSH,7,Pilsen - Little Village,ES,450,26.0,600,75%,Underutilized,,,,75%,Underutilized,,,,,,,,,
610217,"WARD, J",6,Bridgeport - Chinatown,ES,519,30.0,690,75%,Underutilized,,,,75%,Underutilized,,,,,,,,,
610133,"WARD, L",5,Garfield - West Humboldt,ES,674,31.0,690,98%,Efficient,,,,98%,Efficient,,,,,,,,,
610218,WARREN,12,South Shore,ES,343,23.0,510,67%,Underutilized,,,,67%,Underutilized,,,,,,,,,
609739,WASHINGTON HS,13,Far East Side,HS,1563,56.0,"1,344",116%,Efficient,4,,"1,440",109%,Efficient,,,,,,,,,
610219,"WASHINGTON, G ES",13,Far East Side,ES,835,32.0,720,116%,Efficient,,,,116%,Efficient,,,,,,,,,
610124,"WASHINGTON, H ES",12,Chatham,ES,503,28.5,630,80%,Efficient,4,,750,67%,Underutilized,,,,,,,,,
610220,WATERS,2,Ravenswood,ES,670,24.0,540,124%,Overcrowded,,,,124%,Overcrowded,,,,,,,,,
610221,WEBSTER,5,Garfield - West Humboldt,ES,337,24.0,540,62%,Underutilized,,,,62%,Underutilized,,,,,,,,,
610110,WELLS,9,Bronzeville,ES,490,31.0,690,71%,Underutilized,,,,71%,Underutilized,,,,,,,,,
609740,WELLS HS,OS4,Near North,HS,596,58.0,"1,392",43%,Underutilized,,,,43%,Underutilized,,,,,,,,,
610223,WENTWORTH,11,Englewood,ES,611,41.0,930,66%,Underutilized,,,,66%,Underutilized,,,,,,,,,
610100,WEST PARK,5,Garfield - West Humboldt,ES,646,39.0,900,72%,Underutilized,,,,72%,Underutilized,,,,,,,,,
610542,WEST RIDGE,2,Ravenswood,ES,753,36.0,810,93%,Efficient,,,,93%,Efficient,,,,,,,,,
610300,WESTCOTT,11,Auburn Gresham,ES,420,26.5,600,70%,Underutilized,4,,690,61%,Underutilized,,,,,,,,,
609693,WESTINGHOUSE HS,5,Garfield - West Humboldt,HS,1125,40.0,960,117%,Efficient,,,,117%,Efficient,,,,,,,,,
610225,WHISTLER,13,Far South Side,ES,335,29.5,660,51%,Underutilized,,,,51%,Underutilized,,,,,,,,,
610315,WHITE,13,Far South Side,ES,183,10.0,210,87%,Efficient,,,,87%,Efficient,,,,,,,,,
610227,WHITNEY,7,Pilsen - Little Village,ES,1097,37.5,840,131%,Overcrowded,6,,990,111%,Efficient,,,,,,,,,
610228,WHITTIER,7,Pilsen - Little Village,ES,348,18.5,420,83%,Efficient,,,,83%,Efficient,,,,,,,,,
610230,WILDWOOD,1,Sauganash,ES,424,11.0,240,177%,Overcrowded,4,,330,128%,Overcrowded,,,,,,,,,
610380,WILLIAMS MEDICINE HS,9,Bronzeville,HS,300,24.0,576,52%,Underutilized,,,,52%,Underutilized,,,,,,,,,
609977,WOODLAWN,9,Woodlawn,ES,230,14.0,300,77%,Underutilized,,,,77%,Underutilized,,,,,,,,,
610345,WOODSON SOUTH,9,Bronzeville,ES,378,37.0,840,45%,Underutilized,,,,45%,Underutilized,,,,,,,,,
610392,WORLD LANGUAGE HS,7,Pilsen - Little Village,HS,353,15.0,360,98%,Efficient,,,,98%,Efficient,,,,,,,,,
610234,YATES,5,Humboldt Park,ES,675,53.5,"1,230",55%,Underutilized,,,,55%,Underutilized,,,,,,,,,
400134,YCCS CHTR - ADDAMS,Options,Pilsen - Little Village,HS,219,N/A,205,107%,Efficient,,,,107%,Efficient,,,,,,,,,
400125,YCCS CHTR - ASPIRA PANTOJA,Options,Logan,HS,168,N/A,162,104%,Efficient,,,,104%,Efficient,,,,,,,,,
400126,YCCS CHTR - ASSOCIATION HOUSE,Options,Humboldt Park,HS,155,N/A,150,103%,Efficient,,,,103%,Efficient,,,,,,,,,
400127,YCCS CHTR - AUSTIN CAREER,Options,Austin,HS,187,N/A,185,101%,Efficient,,,,101%,Efficient,,,,,,,,,
400131,YCCS CHTR - CAMPOS,Options,Humboldt Park,HS,170,N/A,169,101%,Efficient,,,,101%,Efficient,,,,,,,,,
