Ward,Precinct,Precinct Code,Emanuel,%,Del Valle,%,M-B,%,Chico,%,Watkins,%,Walls,%,Total,,White,%,AA,%,Hispanic,%,Asian,%,Native Am,%,Hawaiian,%,Other,%,2 or More,%,Total,Majority
24,16,24016,64,62.14%,2,1.94%,26,25.24%,8,7.77%,3,2.91%,0,0.00%,103,,3,0.60%,486,97.20%,7,1.40%,1,0.20%,0,0.00%,0,0.00%,0,0.00%,4,0.80%,500,AA
24,17,24017,86,58.50%,3,2.04%,38,25.85%,15,10.20%,2,1.36%,3,2.04%,147,,7,0.83%,821,96.93%,16,1.89%,0,0.00%,1,0.12%,0,0.00%,0,0.00%,2,0.24%,847,AA
24,18,24018,79,66.39%,1,0.84%,24,20.17%,8,6.72%,4,3.36%,3,2.52%,119,,5,1.11%,429,95.55%,9,2.00%,0,0.00%,1,0.22%,0,0.00%,0,0.00%,5,1.11%,449,AA
24,19,24019,52,52.53%,1,1.01%,27,27.27%,11,11.11%,6,6.06%,2,2.02%,99,,1,0.19%,526,98.32%,6,1.12%,1,0.19%,0,0.00%,0,0.00%,0,0.00%,1,0.19%,535,AA
24,20,24020,73,58.40%,2,1.60%,32,25.60%,12,9.60%,4,3.20%,1,0.80%,125,,10,0.94%,"1,022",96.32%,22,2.07%,0,0.00%,1,0.09%,0,0.00%,0,0.00%,6,0.57%,"1,061",AA
24,21,24021,45,44.12%,3,2.94%,39,38.24%,12,11.76%,3,2.94%,0,0.00%,102,,2,0.24%,821,97.39%,16,1.90%,1,0.12%,0,0.00%,0,0.00%,0,0.00%,3,0.36%,843,AA
24,22,24022,111,58.42%,5,2.63%,37,19.47%,19,10.00%,9,4.74%,9,4.74%,190,,6,0.71%,804,95.37%,24,2.85%,0,0.00%,1,0.12%,0,0.00%,0,0.00%,7,0.83%,843,AA
24,23,24023,63,64.29%,1,1.02%,18,18.37%,7,7.14%,7,7.14%,2,2.04%,98,,11,1.11%,934,94.34%,27,2.73%,1,0.10%,8,0.81%,0,0.00%,0,0.00%,9,0.91%,990,AA
24,24,24024,62,63.27%,0,0.00%,22,22.45%,11,11.22%,1,1.02%,2,2.04%,98,,2,0.48%,399,96.38%,8,1.93%,0,0.00%,1,0.24%,0,0.00%,0,0.00%,3,0.72%,414,AA
24,25,24025,139,67.80%,2,0.98%,39,19.02%,12,5.85%,13,6.34%,0,0.00%,205,,148,3.01%,"1,568",31.84%,"3,175",64.48%,3,0.06%,4,0.08%,0,0.00%,8,0.16%,20,0.41%,"4,924",Hisp
24,26,24026,112,60.22%,5,2.69%,47,25.27%,12,6.45%,8,4.30%,2,1.08%,186,,19,1.47%,"1,205",93.05%,59,4.56%,0,0.00%,1,0.08%,0,0.00%,0,0.00%,8,0.62%,"1,295",AA
24,27,24027,60,56.07%,4,3.74%,22,20.56%,13,12.15%,5,4.67%,3,2.80%,107,,12,3.53%,312,91.76%,10,2.94%,1,0.29%,1,0.29%,0,0.00%,0,0.00%,2,0.59%,340,AA
24,28,24028,127,59.91%,7,3.30%,59,27.83%,14,6.60%,3,1.42%,2,0.94%,212,,6,0.56%,"1,031",96.54%,20,1.87%,1,0.09%,2,0.19%,0,0.00%,0,0.00%,8,0.75%,"1,068",AA
24,29,24029,111,60.00%,5,2.70%,47,25.41%,13,7.03%,5,2.70%,3,1.62%,185,,7,0.51%,"1,356",97.84%,11,0.79%,0,0.00%,1,0.07%,0,0.00%,0,0.00%,10,0.72%,"1,386",AA
24,30,24030,109,57.98%,8,4.26%,43,22.87%,19,10.11%,9,4.79%,0,0.00%,188,,6,0.55%,"1,056",96.53%,20,1.83%,1,0.09%,2,0.18%,0,0.00%,0,0.00%,8,0.73%,"1,094",AA
24,31,24031,106,64.24%,7,4.24%,28,16.97%,11,6.67%,7,4.24%,6,3.64%,165,,6,0.94%,612,96.08%,14,2.20%,1,0.16%,0,0.00%,0,0.00%,0,0.00%,3,0.47%,637,AA
24,32,24032,86,50.59%,5,2.94%,44,25.88%,19,11.18%,13,7.65%,3,1.76%,170,,1,0.12%,824,98.10%,11,1.31%,1,0.12%,0,0.00%,0,0.00%,0,0.00%,3,0.36%,840,AA
24,33,24033,66,55.46%,3,2.52%,26,21.85%,18,15.13%,4,3.36%,2,1.68%,119,,5,0.82%,584,96.21%,8,1.32%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,1.32%,607,AA
24,34,24034,108,62.07%,5,2.87%,37,21.26%,15,8.62%,7,4.02%,2,1.15%,174,,9,1.03%,833,95.20%,21,2.40%,1,0.11%,1,0.11%,0,0.00%,2,0.23%,7,0.80%,875,AA
24,35,24035,145,58.94%,4,1.63%,64,26.02%,15,6.10%,14,5.69%,4,1.63%,246,,7,0.79%,843,95.69%,21,2.38%,1,0.11%,4,0.45%,0,0.00%,0,0.00%,6,0.68%,881,AA
24,36,24036,86,55.48%,8,5.16%,36,23.23%,18,11.61%,6,3.87%,1,0.65%,155,,4,0.71%,536,95.37%,16,2.85%,0,0.00%,1,0.18%,0,0.00%,0,0.00%,5,0.89%,562,AA
24,37,24037,110,59.46%,2,1.08%,47,25.41%,10,5.41%,10,5.41%,3,1.62%,185,,6,0.83%,695,95.60%,16,2.20%,1,0.14%,1,0.14%,0,0.00%,1,0.14%,5,0.69%,727,AA
24,38,24038,100,49.26%,13,6.40%,51,25.12%,26,12.81%,11,5.42%,2,0.99%,203,,25,3.00%,756,90.76%,39,4.68%,6,0.72%,0,0.00%,0,0.00%,0,0.00%,8,0.96%,833,AA
24,39,24039,103,60.95%,5,2.96%,29,17.16%,24,14.20%,6,3.55%,1,0.59%,169,,5,0.39%,"1,240",97.56%,16,1.26%,1,0.08%,1,0.08%,0,0.00%,1,0.08%,8,0.63%,"1,271",AA
24,40,24040,109,53.17%,14,6.83%,55,26.83%,19,9.27%,4,1.95%,4,1.95%,205,,9,0.99%,877,96.06%,20,2.19%,1,0.11%,0,0.00%,0,0.00%,0,0.00%,5,0.55%,913,AA
24,41,24041,108,64.67%,5,2.99%,26,15.57%,15,8.98%,8,4.79%,4,2.40%,167,,120,7.85%,754,49.35%,599,39.20%,42,2.75%,4,0.26%,0,0.00%,0,0.00%,8,0.52%,"1,528",Mixed
24,42,24042,80,65.04%,5,4.07%,22,17.89%,9,7.32%,4,3.25%,3,2.44%,123,,0,0.00%,395,98.01%,5,1.24%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,0.25%,403,AA
24,43,24043,143,64.41%,0,0.00%,58,26.13%,7,3.15%,10,4.50%,2,0.90%,222,,40,2.67%,"1,385",92.46%,56,3.74%,7,0.47%,0,0.00%,0,0.00%,0,0.00%,8,0.53%,"1,498",AA
24,44,24044,144,55.38%,23,8.85%,44,16.92%,27,10.38%,21,8.08%,1,0.38%,260,,44,3.26%,774,57.42%,511,37.91%,3,0.22%,2,0.15%,0,0.00%,1,0.07%,14,1.04%,"1,348",AA
24,45,24045,78,57.35%,5,3.68%,35,25.74%,12,8.82%,4,2.94%,2,1.47%,136,,3,0.66%,436,95.61%,11,2.41%,0,0.00%,1,0.22%,0,0.00%,1,0.22%,4,0.88%,456,AA
24,46,24046,107,55.73%,5,2.60%,44,22.92%,25,13.02%,6,3.13%,4,2.08%,192,,34,3.43%,866,87.39%,70,7.06%,13,1.31%,1,0.10%,0,0.00%,0,0.00%,7,0.71%,991,AA
24,47,24047,92,62.59%,3,2.04%,25,17.01%,13,8.84%,12,8.16%,2,1.36%,147,,3,0.56%,512,95.70%,13,2.43%,0,0.00%,1,0.19%,0,0.00%,1,0.19%,5,0.93%,535,AA
24,48,24048,77,67.54%,1,0.88%,25,21.93%,7,6.14%,2,1.75%,2,1.75%,114,,0,0.00%,693,97.33%,13,1.83%,0,0.00%,1,0.14%,0,0.00%,0,0.00%,4,0.56%,712,AA
24,49,24049,203,63.24%,7,2.18%,70,21.81%,23,7.17%,10,3.12%,8,2.49%,321,,3,0.31%,941,96.61%,19,1.95%,0,0.00%,1,0.10%,0,0.00%,0,0.00%,7,0.72%,974,AA
24,50,24050,198,66.00%,10,3.33%,61,20.33%,19,6.33%,11,3.67%,1,0.33%,300,,16,1.29%,"1,186",95.65%,24,1.94%,2,0.16%,0,0.00%,0,0.00%,2,0.16%,12,0.97%,"1,240",AA
24,51,24051,162,63.53%,8,3.14%,55,21.57%,18,7.06%,10,3.92%,2,0.78%,255,,40,3.22%,"1,129",90.98%,54,4.35%,9,0.73%,1,0.08%,0,0.00%,0,0.00%,6,0.48%,"1,241",AA
24,52,24052,85,57.82%,2,1.36%,40,27.21%,15,10.20%,5,3.40%,0,0.00%,147,,0,0.00%,267,97.45%,5,1.82%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,0.73%,274,AA
24,53,24053,44,25.58%,44,25.58%,4,2.33%,79,45.93%,1,0.58%,0,0.00%,172,,42,1.51%,48,1.72%,"2,689",96.41%,1,0.04%,3,0.11%,0,0.00%,3,0.11%,1,0.04%,"2,789",Hisp
24,54,24054,121,56.28%,4,1.86%,59,27.44%,15,6.98%,10,4.65%,5,2.33%,215,,33,2.13%,916,59.10%,583,37.61%,3,0.19%,2,0.13%,0,0.00%,2,0.13%,11,0.71%,"1,550",AA
24,55,24055,101,62.35%,0,0.00%,32,19.75%,17,10.49%,7,4.32%,5,3.09%,162,,7,0.96%,699,95.88%,12,1.65%,0,0.00%,1,0.14%,0,0.00%,1,0.14%,8,1.10%,729,AA
24,56,24056,133,63.03%,5,2.37%,42,19.91%,13,6.16%,10,4.74%,8,3.79%,211,,2,0.52%,370,95.61%,10,2.58%,0,0.00%,1,0.26%,0,0.00%,1,0.26%,3,0.78%,387,AA
25,1,25001,80,31.50%,44,17.32%,4,1.57%,125,49.21%,1,0.39%,0,0.00%,254,,118,12.55%,20,2.13%,786,83.62%,6,0.64%,1,0.11%,0,0.00%,0,0.00%,7,0.74%,940,Hisp
25,2,25002,90,21.90%,128,31.14%,0,0.00%,187,45.50%,5,1.22%,0,0.00%,411,,391,11.55%,144,4.26%,"2,781",82.18%,34,1.00%,3,0.09%,1,0.03%,6,0.18%,25,0.74%,"3,384",Hisp
25,3,25003,111,53.11%,18,8.61%,16,7.66%,57,27.27%,3,1.44%,4,1.91%,209,,441,37.22%,411,34.68%,116,9.79%,174,14.68%,1,0.08%,1,0.08%,3,0.25%,37,3.12%,"1,185",Mixed
25,4,25004,143,46.58%,39,12.70%,1,0.33%,121,39.41%,2,0.65%,1,0.33%,307,,311,34.18%,149,16.37%,267,29.34%,156,17.14%,2,0.22%,0,0.00%,2,0.22%,21,2.31%,910,Mixed
25,5,25005,83,31.92%,54,20.77%,3,1.15%,120,46.15%,0,0.00%,0,0.00%,260,,226,12.60%,44,2.45%,"1,495",83.33%,12,0.67%,3,0.17%,0,0.00%,0,0.00%,14,0.78%,"1,794",Hisp
25,6,25006,71,30.87%,57,24.78%,2,0.87%,95,41.30%,2,0.87%,2,0.87%,230,,354,27.79%,79,6.20%,748,58.71%,64,5.02%,2,0.16%,0,0.00%,3,0.24%,21,1.65%,"1,274",Hisp
25,7,25007,65,25.19%,76,29.46%,5,1.94%,108,41.86%,5,1.94%,0,0.00%,258,,307,12.47%,71,2.89%,"2,028",82.41%,29,1.18%,3,0.12%,0,0.00%,5,0.20%,17,0.69%,"2,461",Hisp
25,8,25008,67,26.17%,67,26.17%,3,1.17%,117,45.70%,0,0.00%,2,0.78%,256,,191,9.56%,78,3.90%,"1,708",85.49%,7,0.35%,2,0.10%,0,0.00%,3,0.15%,10,0.50%,"1,998",Hisp
25,9,25009,94,26.70%,74,21.02%,9,2.56%,172,48.86%,3,0.85%,0,0.00%,352,,207,9.37%,91,4.12%,"1,887",85.38%,7,0.32%,3,0.14%,0,0.00%,3,0.14%,11,0.50%,"2,210",Hisp
25,10,25010,61,35.26%,28,16.18%,12,6.94%,69,39.88%,1,0.58%,0,0.00%,173,,260,23.36%,411,36.93%,333,29.92%,87,7.82%,1,0.09%,0,0.00%,2,0.18%,17,1.53%,"1,113",Mixed
25,11,25011,88,28.39%,88,28.39%,4,1.29%,126,40.65%,1,0.32%,1,0.32%,310,,288,9.57%,55,1.83%,"2,620",87.04%,23,0.76%,4,0.13%,0,0.00%,1,0.03%,18,0.60%,"3,010",Hisp
25,12,25012,123,43.77%,56,19.93%,3,1.07%,99,35.23%,0,0.00%,0,0.00%,281,,216,23.20%,34,3.65%,643,69.07%,22,2.36%,1,0.11%,0,0.00%,1,0.11%,12,1.29%,931,Hisp
25,13,25013,81,25.31%,81,25.31%,1,0.31%,155,48.44%,2,0.63%,0,0.00%,320,,193,9.07%,34,1.60%,"1,871",87.92%,12,0.56%,3,0.14%,0,0.00%,2,0.09%,14,0.66%,"2,128",Hisp
25,14,25014,87,41.04%,23,10.85%,8,3.77%,90,42.45%,2,0.94%,2,0.94%,212,,76,4.58%,59,3.56%,32,1.93%,"1,472",88.73%,0,0.00%,0,0.00%,0,0.00%,19,1.15%,"1,659",Mixed
25,15,25015,80,28.27%,46,16.25%,6,2.12%,146,51.59%,3,1.06%,2,0.71%,283,,98,11.12%,15,1.70%,745,84.56%,15,1.70%,1,0.11%,0,0.00%,0,0.00%,5,0.57%,881,Hisp
25,16,25016,86,43.65%,26,13.20%,8,4.06%,72,36.55%,0,0.00%,2,1.02%,197,,291,11.37%,228,8.91%,62,2.42%,"1,941",75.82%,0,0.00%,0,0.00%,2,0.08%,35,1.37%,"2,560",Mixed
25,17,25017,164,36.36%,91,20.18%,22,4.88%,165,36.59%,5,1.11%,4,0.89%,451,,200,12.23%,78,4.77%,"1,320",80.73%,18,1.10%,1,0.06%,0,0.00%,4,0.24%,12,0.73%,"1,635",Hisp
25,18,25018,188,50.13%,39,10.40%,22,5.87%,121,32.27%,2,0.53%,3,0.80%,375,,97,4.58%,75,3.54%,41,1.94%,"1,878",88.67%,0,0.00%,0,0.00%,1,0.05%,24,1.13%,"2,118",Mixed
25,19,25019,81,24.77%,81,24.77%,4,1.22%,159,48.62%,1,0.31%,1,0.31%,327,,227,8.92%,41,1.61%,"2,242",88.06%,14,0.55%,3,0.12%,0,0.00%,3,0.12%,16,0.63%,"2,546",Hisp
25,20,25020,78,25.49%,76,24.84%,5,1.63%,146,47.71%,1,0.33%,0,0.00%,306,,117,12.47%,20,2.13%,785,83.69%,7,0.75%,1,0.11%,0,0.00%,0,0.00%,7,0.75%,938,Hisp
25,21,25021,84,47.73%,17,9.66%,6,3.41%,66,37.50%,1,0.57%,2,1.14%,176,,309,59.77%,23,4.45%,44,8.51%,128,24.76%,0,0.00%,0,0.00%,2,0.39%,10,1.93%,517,White
25,22,25022,33,24.44%,39,28.89%,4,2.96%,59,43.70%,0,0.00%,0,0.00%,135,,85,9.68%,14,1.59%,765,87.13%,7,0.80%,1,0.11%,0,0.00%,0,0.00%,5,0.57%,878,Hisp
25,23,25023,106,28.49%,91,24.46%,6,1.61%,167,44.89%,2,0.54%,0,0.00%,372,,306,18.00%,68,4.00%,"1,268",74.59%,38,2.24%,4,0.24%,0,0.00%,1,0.06%,16,0.94%,"1,700",Hisp
25,24,25024,79,23.03%,90,26.24%,2,0.58%,169,49.27%,0,0.00%,3,0.87%,343,,289,13.20%,106,4.84%,"1,740",79.49%,27,1.23%,2,0.09%,1,0.05%,6,0.27%,17,0.78%,"2,189",Hisp
25,25,25025,140,60.61%,20,8.66%,3,1.30%,67,29.00%,1,0.43%,0,0.00%,231,,678,50.48%,131,9.75%,148,11.02%,346,25.76%,1,0.07%,0,0.00%,5,0.37%,32,2.38%,"1,343",White
25,26,25026,79,42.70%,28,15.14%,1,0.54%,77,41.62%,0,0.00%,0,0.00%,185,,281,36.12%,234,30.08%,53,6.81%,193,24.81%,0,0.00%,0,0.00%,2,0.26%,15,1.93%,778,Mixed
25,27,25027,121,53.54%,17,7.52%,6,2.65%,80,35.40%,2,0.88%,0,0.00%,226,,350,52.16%,35,5.22%,79,11.77%,194,28.91%,0,0.00%,0,0.00%,3,0.45%,11,1.64%,671,White
25,28,25028,160,50.79%,31,9.84%,0,0.00%,119,37.78%,3,0.95%,0,0.00%,315,,651,50.66%,213,16.58%,115,8.95%,269,20.93%,1,0.08%,0,0.00%,4,0.31%,31,2.41%,"1,285",White
25,29,25029,364,60.87%,37,6.19%,41,6.86%,152,25.42%,2,0.33%,2,0.33%,598,,787,27.74%,872,30.74%,881,31.05%,222,7.83%,4,0.14%,1,0.04%,3,0.11%,64,2.26%,"2,837",Mixed
25,30,25030,78,26.80%,79,27.15%,1,0.34%,128,43.99%,2,0.69%,3,1.03%,291,,138,9.60%,31,2.16%,"1,248",86.79%,10,0.70%,1,0.07%,0,0.00%,1,0.07%,9,0.63%,"1,438",Hisp
25,31,25031,64,37.21%,36,20.93%,3,1.74%,67,38.95%,1,0.58%,1,0.58%,172,,102,27.72%,20,5.43%,228,61.96%,10,2.72%,1,0.27%,0,0.00%,1,0.27%,5,1.36%,368,Hisp
26,1,26001,56,40.58%,44,31.88%,1,0.72%,37,26.81%,0,0.00%,0,0.00%,138,,336,45.65%,60,8.15%,316,42.93%,12,1.63%,0,0.00%,0,0.00%,1,0.14%,9,1.22%,736,Mixed
26,2,26002,84,40.98%,60,29.27%,8,3.90%,51,24.88%,0,0.00%,2,0.98%,205,,59,6.30%,463,49.41%,399,42.58%,5,0.53%,1,0.11%,0,0.00%,0,0.00%,8,0.85%,937,Mixed
26,3,26003,65,43.92%,42,28.38%,8,5.41%,30,20.27%,0,0.00%,2,1.35%,148,,227,16.72%,176,12.96%,931,68.56%,7,0.52%,1,0.07%,0,0.00%,3,0.22%,11,0.81%,"1,358",Hisp
26,4,26004,43,36.75%,51,43.59%,0,0.00%,22,18.80%,1,0.85%,0,0.00%,117,,121,15.41%,39,4.97%,612,77.96%,6,0.76%,0,0.00%,0,0.00%,2,0.25%,4,0.51%,785,Hisp
26,5,26005,71,35.32%,78,38.81%,7,3.48%,40,19.90%,2,1.00%,3,1.49%,201,,112,11.57%,184,19.01%,653,67.46%,6,0.62%,2,0.21%,0,0.00%,3,0.31%,9,0.93%,968,Hisp
26,6,26006,34,27.42%,54,43.55%,4,3.23%,32,25.81%,0,0.00%,0,0.00%,124,,63,8.54%,66,8.94%,594,80.49%,6,0.81%,2,0.27%,0,0.00%,3,0.41%,5,0.68%,738,Hisp
26,7,26007,63,53.39%,25,21.19%,1,0.85%,28,23.73%,1,0.85%,0,0.00%,118,,484,57.76%,23,2.74%,287,34.25%,30,3.58%,3,0.36%,0,0.00%,1,0.12%,11,1.31%,838,White
26,8,26008,55,39.86%,55,39.86%,6,4.35%,21,15.22%,1,0.72%,0,0.00%,138,,261,33.81%,88,11.40%,393,50.91%,11,1.42%,3,0.39%,0,0.00%,1,0.13%,16,2.07%,772,Hisp
26,9,26009,28,26.42%,46,43.40%,1,0.94%,31,29.25%,0,0.00%,0,0.00%,106,,64,10.47%,97,15.88%,438,71.69%,4,0.65%,1,0.16%,0,0.00%,1,0.16%,5,0.82%,611,Hisp
26,10,26010,39,33.33%,44,37.61%,2,1.71%,32,27.35%,0,0.00%,0,0.00%,117,,71,7.86%,78,8.64%,740,81.95%,6,0.66%,0,0.00%,0,0.00%,3,0.33%,4,0.44%,903,Hisp
26,11,26011,52,35.14%,60,40.54%,0,0.00%,33,22.30%,2,1.35%,1,0.68%,148,,53,5.13%,42,4.07%,921,89.16%,6,0.58%,2,0.19%,0,0.00%,2,0.19%,6,0.58%,"1,033",Hisp
26,12,26012,38,41.76%,33,36.26%,5,5.49%,14,15.38%,1,1.10%,0,0.00%,91,,84,11.51%,139,19.04%,492,67.40%,4,0.55%,1,0.14%,0,0.00%,2,0.27%,7,0.96%,730,Hisp
26,13,26013,65,37.36%,77,44.25%,1,0.57%,29,16.67%,1,0.57%,1,0.57%,174,,344,41.40%,51,6.14%,398,47.89%,21,2.53%,3,0.36%,0,0.00%,1,0.12%,12,1.44%,831,Mixed
26,14,26014,23,26.14%,38,43.18%,1,1.14%,24,27.27%,0,0.00%,0,0.00%,88,,51,4.57%,63,5.65%,987,88.44%,4,0.36%,2,0.18%,0,0.00%,1,0.09%,8,0.72%,"1,116",Hisp
26,15,26015,41,31.78%,54,41.86%,2,1.55%,30,23.26%,0,0.00%,0,0.00%,129,,76,6.20%,77,6.29%,"1,054",86.04%,14,1.14%,1,0.08%,0,0.00%,1,0.08%,2,0.16%,"1,225",Hisp
26,16,26016,39,42.39%,32,34.78%,1,1.09%,19,20.65%,1,1.09%,0,0.00%,92,,63,8.54%,66,8.94%,594,80.49%,6,0.81%,2,0.27%,0,0.00%,3,0.41%,5,0.68%,738,Hisp
26,17,26017,49,38.58%,14,11.02%,2,1.57%,61,48.03%,0,0.00%,1,0.79%,127,,327,75.87%,9,2.09%,82,19.03%,8,1.86%,0,0.00%,0,0.00%,0,0.00%,5,1.16%,431,White
26,18,26018,29,31.18%,28,30.11%,3,3.23%,33,35.48%,0,0.00%,0,0.00%,93,,25,6.41%,19,4.87%,341,87.44%,3,0.77%,0,0.00%,0,0.00%,1,0.26%,1,0.26%,390,Hisp
26,19,26019,98,41.70%,91,38.72%,5,2.13%,38,16.17%,3,1.28%,0,0.00%,235,,418,42.18%,74,7.47%,455,45.91%,26,2.62%,0,0.00%,0,0.00%,1,0.10%,17,1.72%,991,Mixed
26,20,26020,66,40.99%,53,32.92%,4,2.48%,37,22.98%,1,0.62%,0,0.00%,161,,444,38.81%,188,16.43%,441,38.55%,38,3.32%,2,0.17%,0,0.00%,2,0.17%,29,2.53%,"1,144",Mixed
26,21,26021,53,38.41%,51,36.96%,15,10.87%,15,10.87%,2,1.45%,0,0.00%,138,,185,20.60%,240,26.73%,452,50.33%,7,0.78%,1,0.11%,0,0.00%,1,0.11%,11,1.22%,898,Hisp
26,22,26022,48,43.24%,35,31.53%,1,0.90%,27,24.32%,0,0.00%,0,0.00%,111,,266,38.83%,112,16.35%,264,38.54%,23,3.36%,1,0.15%,0,0.00%,1,0.15%,17,2.48%,685,Mixed
26,23,26023,38,34.23%,31,27.93%,1,0.90%,41,36.94%,0,0.00%,0,0.00%,111,,27,3.43%,106,13.47%,643,81.70%,4,0.51%,2,0.25%,0,0.00%,1,0.13%,4,0.51%,787,Hisp
26,24,26024,48,41.38%,31,26.72%,3,2.59%,34,29.31%,0,0.00%,0,0.00%,116,,314,41.32%,77,10.13%,347,45.66%,10,1.32%,0,0.00%,0,0.00%,1,0.13%,10,1.32%,760,Mixed
26,25,26025,19,44.19%,14,32.56%,1,2.33%,9,20.93%,0,0.00%,0,0.00%,43,,78,18.98%,101,24.57%,219,53.28%,4,0.97%,0,0.00%,0,0.00%,0,0.00%,8,1.95%,411,Hisp
26,26,26026,25,28.09%,35,39.33%,3,3.37%,26,29.21%,0,0.00%,0,0.00%,89,,239,23.11%,86,8.32%,687,66.44%,12,1.16%,1,0.10%,0,0.00%,1,0.10%,9,0.87%,"1,034",Hisp
26,27,26027,56,40.58%,53,38.41%,1,0.72%,25,18.12%,1,0.72%,2,1.45%,138,,228,21.13%,202,18.72%,591,54.77%,40,3.71%,3,0.28%,0,0.00%,1,0.09%,14,1.30%,"1,079",Hisp
26,28,26028,56,41.48%,45,33.33%,7,5.19%,25,18.52%,2,1.48%,0,0.00%,135,,57,8.31%,279,40.67%,338,49.27%,5,0.73%,1,0.15%,0,0.00%,0,0.00%,6,0.87%,686,Mixed
26,29,26029,44,32.12%,52,37.96%,1,0.73%,35,25.55%,3,2.19%,1,0.73%,137,,65,7.77%,96,11.47%,663,79.21%,4,0.48%,0,0.00%,1,0.12%,0,0.00%,5,0.60%,837,Hisp
26,30,26030,28,25.23%,49,44.14%,5,4.50%,29,26.13%,0,0.00%,0,0.00%,111,,204,23.94%,71,8.33%,557,65.38%,10,1.17%,0,0.00%,0,0.00%,1,0.12%,8,0.94%,852,Hisp
26,31,26031,59,40.69%,62,42.76%,3,2.07%,17,11.72%,4,2.76%,0,0.00%,145,,315,41.34%,77,10.10%,348,45.67%,10,1.31%,0,0.00%,0,0.00%,1,0.13%,10,1.31%,762,Mixed
26,32,26032,80,48.48%,29,17.58%,2,1.21%,53,32.12%,1,0.61%,0,0.00%,165,,526,59.64%,20,2.27%,290,32.88%,27,3.06%,0,0.00%,0,0.00%,0,0.00%,17,1.93%,882,White
26,33,26033,36,41.86%,24,27.91%,0,0.00%,25,29.07%,1,1.16%,0,0.00%,86,,207,66.99%,37,11.97%,55,17.80%,5,1.62%,0,0.00%,0,0.00%,0,0.00%,3,0.97%,309,White
26,34,26034,66,42.04%,62,39.49%,4,2.55%,23,14.65%,2,1.27%,0,0.00%,157,,274,32.01%,81,9.46%,475,55.49%,12,1.40%,1,0.12%,0,0.00%,1,0.12%,12,1.40%,856,Hisp
26,35,26035,92,52.27%,28,15.91%,2,1.14%,53,30.11%,0,0.00%,0,0.00%,176,,673,48.91%,37,2.69%,598,43.46%,42,3.05%,0,0.00%,1,0.07%,2,0.15%,23,1.67%,"1,376",Mixed
26,36,26036,37,33.33%,45,40.54%,10,9.01%,17,15.32%,2,1.80%,0,0.00%,111,,97,11.47%,161,19.03%,570,67.38%,5,0.59%,2,0.24%,0,0.00%,3,0.35%,8,0.95%,846,Hisp
26,37,26037,26,29.21%,38,42.70%,3,3.37%,22,24.72%,0,0.00%,0,0.00%,89,,44,3.71%,149,12.55%,977,82.31%,7,0.59%,2,0.17%,0,0.00%,2,0.17%,6,0.51%,"1,187",Hisp
26,38,26038,44,46.32%,29,30.53%,3,3.16%,17,17.89%,2,2.11%,0,0.00%,95,,250,29.59%,171,20.24%,384,45.44%,19,2.25%,1,0.12%,0,0.00%,1,0.12%,19,2.25%,845,Mixed
26,39,26039,56,42.75%,51,38.93%,4,3.05%,19,14.50%,1,0.76%,0,0.00%,131,,84,11.48%,139,18.99%,494,67.49%,4,0.55%,1,0.14%,0,0.00%,2,0.27%,7,0.96%,732,Hisp
26,40,26040,37,39.36%,38,40.43%,0,0.00%,18,19.15%,1,1.06%,0,0.00%,94,,65,8.28%,94,11.97%,606,77.20%,2,0.25%,0,0.00%,0,0.00%,8,1.02%,10,1.27%,785,Hisp
26,41,26041,42,26.92%,80,51.28%,3,1.92%,28,17.95%,3,1.92%,0,0.00%,156,,384,55.49%,27,3.90%,255,36.85%,16,2.31%,0,0.00%,0,0.00%,1,0.14%,8,1.16%,692,White
26,42,26042,39,35.45%,47,42.73%,3,2.73%,20,18.18%,1,0.91%,0,0.00%,110,,205,23.95%,72,8.41%,560,65.42%,10,1.17%,0,0.00%,0,0.00%,1,0.12%,8,0.93%,856,Hisp
26,43,26043,33,33.00%,33,33.00%,1,1.00%,31,31.00%,0,0.00%,2,2.00%,100,,37,3.43%,145,13.43%,882,81.67%,6,0.56%,2,0.19%,0,0.00%,2,0.19%,6,0.56%,"1,080",Hisp
26,44,26044,31,43.66%,19,26.76%,7,9.86%,7,9.86%,6,8.45%,1,1.41%,71,,135,21.53%,167,26.63%,313,49.92%,3,0.48%,1,0.16%,0,0.00%,1,0.16%,7,1.12%,627,Mixed
26,45,26045,64,38.32%,66,39.52%,8,4.79%,26,15.57%,3,1.80%,0,0.00%,167,,126,17.03%,121,16.35%,474,64.05%,10,1.35%,0,0.00%,0,0.00%,0,0.00%,10,1.35%,740,Hisp
26,46,26046,124,58.22%,31,14.55%,0,0.00%,58,27.23%,0,0.00%,0,0.00%,213,,599,70.64%,15,1.77%,203,23.94%,16,1.89%,1,0.12%,0,0.00%,0,0.00%,14,1.65%,848,White
26,47,26047,34,40.96%,32,38.55%,1,1.20%,17,20.48%,0,0.00%,0,0.00%,83,,64,7.73%,96,11.59%,657,79.35%,4,0.48%,0,0.00%,1,0.12%,0,0.00%,5,0.60%,828,Hisp
