Ward,Precinct,Precinct Code,Emanuel,%,Del Valle,%,M-B,%,Chico,%,Watkins,%,Walls,%,Total,,White,%,AA,%,Hispanic,%,Asian,%,Native Am,%,Hawaiian,%,Other,%,2 or More,%,Total,Majority
17,61,17061,94,61.04%,4,2.60%,33,21.43%,11,7.14%,6,3.90%,6,3.90%,154,,1,0.13%,750,96.40%,18,2.31%,0,0.00%,2,0.26%,0,0.00%,1,0.13%,5,0.64%,778,AA
17,62,17062,77,57.89%,3,2.26%,35,26.32%,13,9.77%,4,3.01%,1,0.75%,133,,3,0.48%,600,96.62%,8,1.29%,0,0.00%,0,0.00%,0,0.00%,2,0.32%,7,1.13%,621,AA
17,63,17063,78,63.41%,4,3.25%,24,19.51%,12,9.76%,5,4.07%,0,0.00%,123,,5,0.61%,790,96.34%,13,1.59%,0,0.00%,0,0.00%,0,0.00%,2,0.24%,9,1.10%,820,AA
17,64,17064,59,49.58%,2,1.68%,36,30.25%,10,8.40%,7,5.88%,5,4.20%,119,,2,0.41%,467,96.69%,6,1.24%,0,0.00%,0,0.00%,0,0.00%,1,0.21%,6,1.24%,483,AA
18,1,18001,69,57.98%,4,3.36%,14,11.76%,26,21.85%,4,3.36%,2,1.68%,119,,16,7.27%,112,50.91%,88,40.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,0.91%,220,AA
18,2,18002,138,49.82%,13,4.69%,52,18.77%,57,20.58%,9,3.25%,6,2.17%,277,,22,6.23%,199,56.37%,126,35.69%,1,0.28%,1,0.28%,0,0.00%,0,0.00%,3,0.85%,353,AA
18,3,18003,59,24.69%,29,12.13%,12,5.02%,135,56.49%,1,0.42%,3,1.26%,239,,"1,294",66.36%,117,6.00%,506,25.95%,9,0.46%,5,0.26%,0,0.00%,2,0.10%,17,0.87%,"1,950",White
18,4,18004,148,50.68%,6,2.05%,71,24.32%,52,17.81%,9,3.08%,6,2.05%,292,,30,4.43%,609,89.96%,29,4.28%,2,0.30%,1,0.15%,0,0.00%,0,0.00%,7,1.03%,677,AA
18,5,18005,147,67.74%,5,2.30%,41,18.89%,14,6.45%,6,2.76%,4,1.84%,217,,17,2.08%,728,89.00%,61,7.46%,3,0.37%,2,0.24%,0,0.00%,1,0.12%,6,0.73%,818,AA
18,6,18006,86,33.99%,11,4.35%,19,7.51%,129,50.99%,6,2.37%,2,0.79%,253,,669,49.41%,145,10.71%,511,37.74%,8,0.59%,3,0.22%,0,0.00%,2,0.15%,14,1.03%,"1,354",Mixed
18,7,18007,123,48.81%,10,3.97%,42,16.67%,68,26.98%,5,1.98%,4,1.59%,252,,358,25.52%,739,52.67%,272,19.39%,13,0.93%,2,0.14%,0,0.00%,2,0.14%,16,1.14%,"1,403",AA
18,8,18008,57,52.78%,3,2.78%,21,19.44%,21,19.44%,5,4.63%,1,0.93%,108,,126,5.40%,"1,519",65.08%,656,28.11%,8,0.34%,4,0.17%,0,0.00%,1,0.04%,20,0.86%,"2,334",AA
18,9,18009,138,47.59%,6,2.07%,59,20.34%,67,23.10%,13,4.48%,7,2.41%,290,,280,25.50%,698,63.57%,94,8.56%,8,0.73%,1,0.09%,0,0.00%,1,0.09%,16,1.46%,"1,098",AA
18,10,18010,198,46.05%,19,4.42%,86,20.00%,107,24.88%,16,3.72%,3,0.70%,430,,"1,320",33.13%,"1,855",46.56%,699,17.55%,42,1.05%,6,0.15%,0,0.00%,8,0.20%,53,1.33%,"3,984",Mixed
18,11,18011,122,50.62%,27,11.20%,24,9.96%,61,25.31%,1,0.41%,6,2.49%,241,,143,10.39%,770,55.96%,444,32.27%,6,0.44%,2,0.15%,0,0.00%,1,0.07%,10,0.73%,"1,376",AA
18,12,18012,170,51.83%,10,3.05%,71,21.65%,55,16.77%,16,4.88%,6,1.83%,328,,23,6.27%,323,88.01%,15,4.09%,1,0.27%,0,0.00%,0,0.00%,0,0.00%,5,1.36%,367,AA
18,13,18013,150,48.70%,12,3.90%,51,16.56%,72,23.38%,10,3.25%,13,4.22%,308,,100,11.17%,540,60.34%,241,26.93%,5,0.56%,1,0.11%,0,0.00%,0,0.00%,7,0.78%,895,AA
18,14,18014,179,57.93%,11,3.56%,59,19.09%,42,13.59%,13,4.21%,5,1.62%,309,,39,4.45%,787,89.84%,37,4.22%,2,0.23%,1,0.11%,0,0.00%,0,0.00%,9,1.03%,876,AA
18,15,18015,68,41.72%,19,11.66%,15,9.20%,58,35.58%,3,1.84%,0,0.00%,163,,104,14.86%,96,13.71%,487,69.57%,7,1.00%,0,0.00%,0,0.00%,0,0.00%,5,0.71%,700,Hisp
18,16,18016,163,51.91%,6,1.91%,72,22.93%,58,18.47%,12,3.82%,3,0.96%,314,,31,4.49%,621,89.87%,29,4.20%,2,0.29%,1,0.14%,0,0.00%,0,0.00%,7,1.01%,691,AA
18,17,18017,124,51.24%,14,5.79%,28,11.57%,67,27.69%,5,2.07%,4,1.65%,242,,93,10.24%,500,55.07%,303,33.37%,4,0.44%,1,0.11%,0,0.00%,0,0.00%,6,0.66%,908,AA
18,18,18018,124,48.63%,10,3.92%,80,31.37%,24,9.41%,9,3.53%,8,3.14%,255,,27,4.50%,539,89.83%,25,4.17%,2,0.33%,1,0.17%,0,0.00%,0,0.00%,6,1.00%,600,AA
18,19,18019,182,58.52%,6,1.93%,71,22.83%,28,9.00%,13,4.18%,10,3.22%,311,,10,0.51%,"1,923",97.12%,19,0.96%,2,0.10%,4,0.20%,0,0.00%,0,0.00%,20,1.01%,"1,980",AA
18,20,18020,128,51.61%,9,3.63%,69,27.82%,19,7.66%,16,6.45%,7,2.82%,248,,3,0.35%,828,97.64%,8,0.94%,1,0.12%,1,0.12%,0,0.00%,1,0.12%,5,0.59%,848,AA
18,21,18021,180,49.18%,21,5.74%,65,17.76%,81,22.13%,15,4.10%,4,1.09%,366,,149,10.28%,799,55.14%,483,33.33%,6,0.41%,2,0.14%,0,0.00%,1,0.07%,10,0.69%,"1,449",AA
18,22,18022,208,57.94%,9,2.51%,64,17.83%,59,16.43%,11,3.06%,8,2.23%,359,,31,4.45%,625,89.80%,29,4.17%,2,0.29%,1,0.14%,0,0.00%,0,0.00%,8,1.15%,696,AA
18,23,18023,114,49.78%,8,3.49%,49,21.40%,42,18.34%,8,3.49%,8,3.49%,229,,76,10.23%,410,55.18%,248,33.38%,3,0.40%,1,0.13%,0,0.00%,0,0.00%,5,0.67%,743,AA
18,24,18024,173,58.25%,8,2.69%,71,23.91%,28,9.43%,14,4.71%,3,1.01%,297,,2,0.23%,843,98.14%,5,0.58%,1,0.12%,2,0.23%,0,0.00%,0,0.00%,7,0.81%,859,AA
18,25,18025,160,62.02%,4,1.55%,56,21.71%,23,8.91%,10,3.88%,5,1.94%,258,,1,0.18%,561,98.25%,3,0.53%,1,0.18%,1,0.18%,0,0.00%,0,0.00%,4,0.70%,571,AA
18,26,18026,112,47.66%,9,3.83%,52,22.13%,40,17.02%,7,2.98%,15,6.38%,235,,57,5.05%,"1,009",89.45%,47,4.17%,3,0.27%,1,0.09%,0,0.00%,0,0.00%,13,1.15%,"1,128",AA
18,27,18027,122,53.04%,16,6.96%,44,19.13%,36,15.65%,10,4.35%,3,1.30%,230,,119,5.57%,"1,500",70.16%,485,22.68%,12,0.56%,1,0.05%,0,0.00%,2,0.09%,19,0.89%,"2,138",AA
18,28,18028,84,31.82%,17,6.44%,5,1.89%,155,58.71%,2,0.76%,1,0.38%,264,,"5,553",70.51%,310,3.94%,"1,791",22.74%,115,1.46%,10,0.13%,0,0.00%,16,0.20%,82,1.04%,"7,876",White
18,29,18029,136,49.28%,12,4.35%,37,13.41%,85,30.80%,5,1.81%,1,0.36%,276,,91,10.39%,487,55.59%,286,32.65%,3,0.34%,1,0.11%,0,0.00%,0,0.00%,6,0.68%,876,AA
18,30,18030,117,63.59%,7,3.80%,40,21.74%,11,5.98%,6,3.26%,3,1.63%,184,,1,0.26%,375,98.17%,2,0.52%,1,0.26%,1,0.26%,0,0.00%,0,0.00%,3,0.79%,382,AA
18,31,18031,135,58.19%,9,3.88%,33,14.22%,38,16.38%,12,5.17%,5,2.16%,232,,49,7.04%,406,58.33%,230,33.05%,2,0.29%,1,0.14%,0,0.00%,0,0.00%,5,0.72%,696,AA
18,32,18032,205,62.69%,3,0.92%,76,23.24%,28,8.56%,8,2.45%,7,2.14%,327,,3,0.33%,884,98.11%,5,0.55%,1,0.11%,2,0.22%,0,0.00%,0,0.00%,7,0.78%,901,AA
18,33,18033,118,64.48%,1,0.55%,35,19.13%,13,7.10%,10,5.46%,6,3.28%,183,,19,2.06%,823,89.07%,69,7.47%,4,0.43%,2,0.22%,0,0.00%,1,0.11%,7,0.76%,924,AA
18,34,18034,171,47.11%,20,5.51%,76,20.94%,73,20.11%,14,3.86%,9,2.48%,363,,171,10.17%,"1,400",83.28%,80,4.76%,5,0.30%,0,0.00%,0,0.00%,0,0.00%,22,1.31%,"1,681",AA
18,35,18035,185,53.62%,14,4.06%,45,13.04%,76,22.03%,17,4.93%,8,2.32%,345,,39,4.44%,790,89.87%,37,4.21%,2,0.23%,1,0.11%,0,0.00%,0,0.00%,9,1.02%,879,AA
18,36,18036,84,44.21%,5,2.63%,35,18.42%,57,30.00%,8,4.21%,1,0.53%,190,,422,27.51%,785,51.17%,289,18.84%,15,0.98%,2,0.13%,0,0.00%,2,0.13%,18,1.17%,"1,534",AA
18,37,18037,137,56.85%,12,4.98%,36,14.94%,43,17.84%,6,2.49%,7,2.90%,241,,29,6.49%,392,87.70%,18,4.03%,1,0.22%,0,0.00%,0,0.00%,0,0.00%,6,1.34%,447,AA
18,38,18038,169,60.57%,7,2.51%,73,26.16%,23,8.24%,6,2.15%,1,0.36%,279,,4,0.34%,"1,140",97.60%,12,1.03%,1,0.09%,2,0.17%,0,0.00%,1,0.09%,7,0.60%,"1,168",AA
18,39,18039,115,49.57%,7,3.02%,44,18.97%,48,20.69%,11,4.74%,7,3.02%,232,,60,7.24%,369,44.51%,390,47.04%,4,0.48%,1,0.12%,0,0.00%,1,0.12%,4,0.48%,829,Mixed
18,40,18040,188,52.66%,12,3.36%,79,22.13%,55,15.41%,15,4.20%,8,2.24%,357,,35,4.43%,710,89.87%,33,4.18%,2,0.25%,1,0.13%,0,0.00%,0,0.00%,9,1.14%,790,AA
18,41,18041,109,37.20%,18,6.14%,20,6.83%,141,48.12%,2,0.68%,3,1.02%,293,,"1,663",65.68%,156,6.16%,670,26.46%,12,0.47%,6,0.24%,0,0.00%,2,0.08%,22,0.87%,"2,532",White
18,42,18042,112,59.26%,10,5.29%,27,14.29%,34,17.99%,6,3.17%,0,0.00%,189,,145,6.96%,981,47.12%,929,44.62%,10,0.48%,3,0.14%,0,0.00%,2,0.10%,11,0.53%,"2,082",Mixed
18,43,18043,80,41.03%,29,14.87%,15,7.69%,66,33.85%,4,2.05%,2,1.03%,195,,142,5.82%,"1,630",66.78%,632,25.89%,13,0.53%,1,0.04%,0,0.00%,2,0.08%,21,0.86%,"2,441",AA
18,44,18044,92,52.57%,12,6.86%,24,13.71%,37,21.14%,8,4.57%,2,1.14%,175,,15,5.75%,156,59.77%,86,32.95%,1,0.38%,0,0.00%,0,0.00%,0,0.00%,2,0.77%,261,AA
18,45,18045,163,60.15%,9,3.32%,68,25.09%,20,7.38%,8,2.95%,3,1.11%,271,,1,0.13%,750,98.17%,4,0.52%,1,0.13%,2,0.26%,0,0.00%,0,0.00%,6,0.79%,764,AA
18,46,18046,167,65.75%,2,0.79%,52,20.47%,20,7.87%,8,3.15%,5,1.97%,254,,1,0.15%,655,98.05%,4,0.60%,1,0.15%,2,0.30%,0,0.00%,0,0.00%,5,0.75%,668,AA
18,47,18047,122,61.31%,11,5.53%,36,18.09%,25,12.56%,3,1.51%,2,1.01%,199,,15,4.87%,257,83.44%,31,10.06%,2,0.65%,0,0.00%,0,0.00%,0,0.00%,3,0.97%,308,AA
18,48,18048,68,39.31%,19,10.98%,3,1.73%,82,47.40%,1,0.58%,0,0.00%,173,,828,47.40%,155,8.87%,710,40.64%,27,1.55%,3,0.17%,0,0.00%,4,0.23%,21,1.20%,"1,747",Mixed
18,49,18049,90,56.25%,5,3.13%,41,25.63%,15,9.38%,5,3.13%,4,2.50%,160,,11,2.10%,468,89.14%,39,7.43%,2,0.38%,1,0.19%,0,0.00%,0,0.00%,4,0.76%,525,AA
18,50,18050,140,65.73%,5,2.35%,34,15.96%,27,12.68%,5,2.35%,2,0.94%,213,,17,2.85%,521,87.42%,49,8.22%,3,0.50%,1,0.17%,0,0.00%,0,0.00%,5,0.84%,596,AA
18,51,18051,166,57.04%,11,3.78%,68,23.37%,22,7.56%,20,6.87%,4,1.37%,291,,2,0.20%,987,97.72%,7,0.69%,1,0.10%,2,0.20%,0,0.00%,0,0.00%,11,1.09%,"1,010",AA
18,52,18052,163,60.37%,7,2.59%,71,26.30%,16,5.93%,8,2.96%,5,1.85%,270,,1,0.17%,578,98.13%,4,0.68%,1,0.17%,1,0.17%,0,0.00%,0,0.00%,5,0.85%,589,AA
18,53,18053,125,69.06%,2,1.10%,28,15.47%,14,7.73%,9,4.97%,3,1.66%,181,,1,0.22%,440,97.78%,3,0.67%,0,0.00%,1,0.22%,0,0.00%,0,0.00%,5,1.11%,450,AA
18,54,18054,152,58.02%,5,1.91%,62,23.66%,36,13.74%,4,1.53%,3,1.15%,262,,33,4.38%,678,89.92%,32,4.24%,2,0.27%,1,0.13%,0,0.00%,0,0.00%,8,1.06%,754,AA
18,55,18055,83,30.07%,13,4.71%,14,5.07%,165,59.78%,0,0.00%,1,0.36%,276,,303,36.64%,119,14.39%,386,46.67%,6,0.73%,2,0.24%,0,0.00%,2,0.24%,9,1.09%,827,Mixed
18,56,18056,89,37.39%,12,5.04%,30,12.61%,100,42.02%,7,2.94%,0,0.00%,238,,157,7.19%,970,44.41%,"1,029",47.12%,12,0.55%,2,0.09%,0,0.00%,3,0.14%,10,0.46%,"2,184",Mixed
18,57,18057,94,47.96%,22,11.22%,24,12.24%,51,26.02%,4,2.04%,1,0.51%,196,,134,14.84%,124,13.73%,627,69.44%,9,1.00%,0,0.00%,0,0.00%,0,0.00%,7,0.78%,903,Hisp
18,58,18058,133,66.17%,4,1.99%,38,18.91%,15,7.46%,7,3.48%,4,1.99%,201,,15,2.10%,636,89.08%,53,7.42%,3,0.42%,2,0.28%,0,0.00%,1,0.14%,6,0.84%,714,AA
18,59,18059,136,57.63%,7,2.97%,51,21.61%,27,11.44%,8,3.39%,7,2.97%,236,,27,2.39%,975,86.28%,111,9.82%,4,0.35%,2,0.18%,0,0.00%,1,0.09%,9,0.80%,"1,130",AA
18,60,18060,178,64.73%,4,1.45%,58,21.09%,18,6.55%,13,4.73%,4,1.45%,275,,2,0.25%,785,97.76%,7,0.87%,1,0.12%,1,0.12%,0,0.00%,1,0.12%,6,0.75%,803,AA
18,61,18061,166,68.60%,9,3.72%,43,17.77%,13,5.37%,8,3.31%,3,1.24%,242,,2,0.29%,676,97.83%,6,0.87%,1,0.14%,1,0.14%,0,0.00%,1,0.14%,5,0.72%,691,AA
18,62,18062,75,39.89%,25,13.30%,10,5.32%,75,39.89%,3,1.60%,0,0.00%,188,,178,14.90%,164,13.72%,832,69.62%,12,1.00%,0,0.00%,0,0.00%,1,0.08%,9,0.75%,"1,195",Hisp
19,1,19001,134,33.25%,21,5.21%,4,0.99%,241,59.80%,2,0.50%,1,0.25%,403,,739,88.72%,37,4.44%,46,5.52%,3,0.36%,2,0.24%,0,0.00%,0,0.00%,6,0.72%,833,White
19,2,19002,161,49.24%,29,8.87%,35,10.70%,93,28.44%,4,1.22%,5,1.53%,327,,377,62.83%,175,29.17%,32,5.33%,6,1.00%,0,0.00%,1,0.17%,1,0.17%,8,1.33%,600,White
19,3,19003,67,18.16%,11,2.98%,1,0.27%,290,78.59%,0,0.00%,0,0.00%,369,,471,85.48%,27,4.90%,43,7.80%,4,0.73%,1,0.18%,0,0.00%,0,0.00%,4,0.73%,551,White
19,4,19004,129,33.42%,20,5.18%,7,1.81%,227,58.81%,1,0.26%,2,0.52%,386,,700,90.91%,9,1.17%,52,6.75%,3,0.39%,2,0.26%,0,0.00%,0,0.00%,3,0.39%,770,White
19,5,19005,190,48.84%,29,7.46%,42,10.80%,113,29.05%,9,2.31%,6,1.54%,389,,350,61.08%,181,31.59%,28,4.89%,3,0.52%,0,0.00%,0,0.00%,2,0.35%,9,1.57%,573,White
19,6,19006,91,25.14%,15,4.14%,2,0.55%,253,69.89%,0,0.00%,1,0.28%,362,,935,85.31%,46,4.20%,97,8.85%,7,0.64%,1,0.09%,0,0.00%,0,0.00%,9,0.82%,"1,096",White
19,7,19007,120,32.17%,26,6.97%,4,1.07%,222,59.52%,0,0.00%,1,0.27%,373,,599,63.86%,270,28.78%,47,5.01%,5,0.53%,0,0.00%,0,0.00%,2,0.21%,14,1.49%,938,White
19,8,19008,69,21.50%,11,3.43%,3,0.93%,238,74.14%,0,0.00%,0,0.00%,321,,268,80.00%,40,11.94%,20,5.97%,3,0.90%,1,0.30%,0,0.00%,0,0.00%,4,1.19%,335,White
19,9,19009,63,21.50%,10,3.41%,2,0.68%,218,74.40%,0,0.00%,0,0.00%,293,,"9,380",76.95%,"1,185",9.72%,"1,324",10.86%,168,1.38%,11,0.09%,2,0.02%,5,0.04%,117,0.96%,"12,189",White
19,10,19010,248,53.10%,29,6.21%,30,6.42%,151,32.33%,4,0.86%,5,1.07%,467,,657,55.96%,442,37.65%,50,4.26%,4,0.34%,0,0.00%,0,0.00%,2,0.17%,20,1.70%,"1,174",White
19,11,19011,88,18.57%,22,4.64%,6,1.27%,357,75.32%,1,0.21%,0,0.00%,474,,888,79.93%,132,11.88%,67,6.03%,9,0.81%,2,0.18%,0,0.00%,1,0.09%,12,1.08%,"1,111",White
19,12,19012,83,21.78%,15,3.94%,0,0.00%,283,74.28%,0,0.00%,0,0.00%,381,,"2,894",77.42%,298,7.97%,425,11.37%,82,2.19%,2,0.05%,2,0.05%,1,0.03%,32,0.86%,"3,738",White
19,13,19013,136,55.74%,10,4.10%,48,19.67%,40,16.39%,4,1.64%,6,2.46%,244,,279,43.26%,326,50.54%,25,3.88%,2,0.31%,1,0.16%,0,0.00%,2,0.31%,11,1.71%,645,AA
19,14,19014,242,57.21%,34,8.04%,12,2.84%,131,30.97%,4,0.95%,0,0.00%,423,,"1,400",85.57%,93,5.68%,118,7.21%,9,0.55%,2,0.12%,0,0.00%,1,0.06%,14,0.86%,"1,636",White
19,15,19015,82,21.75%,18,4.77%,0,0.00%,275,72.94%,2,0.53%,0,0.00%,377,,279,79.26%,43,12.22%,23,6.53%,3,0.85%,1,0.28%,0,0.00%,0,0.00%,4,1.14%,352,White
19,16,19016,92,19.70%,17,3.64%,2,0.43%,355,76.02%,1,0.21%,0,0.00%,467,,906,89.70%,17,1.68%,73,7.23%,5,0.50%,2,0.20%,0,0.00%,0,0.00%,5,0.50%,"1,010",White
19,17,19017,114,28.57%,31,7.77%,1,0.25%,250,62.66%,1,0.25%,2,0.50%,399,,737,79.68%,130,14.05%,44,4.76%,5,0.54%,1,0.11%,0,0.00%,0,0.00%,8,0.86%,925,White
19,18,19018,204,48.46%,37,8.79%,22,5.23%,157,37.29%,0,0.00%,1,0.24%,421,,321,59.89%,178,33.21%,24,4.48%,2,0.37%,0,0.00%,0,0.00%,1,0.19%,9,1.68%,536,White
19,19,19019,182,46.19%,40,10.15%,28,7.11%,143,36.29%,1,0.25%,0,0.00%,394,,378,62.79%,175,29.07%,32,5.32%,6,1.00%,0,0.00%,1,0.17%,1,0.17%,8,1.33%,602,White
19,20,19020,165,48.67%,37,10.91%,37,10.91%,98,28.91%,2,0.59%,0,0.00%,339,,296,37.19%,441,55.40%,33,4.15%,4,0.50%,2,0.25%,0,0.00%,3,0.38%,17,2.14%,796,AA
19,21,19021,83,26.02%,17,5.33%,1,0.31%,217,68.03%,0,0.00%,1,0.31%,319,,253,80.06%,38,12.03%,19,6.01%,3,0.95%,1,0.32%,0,0.00%,0,0.00%,3,0.95%,316,White
19,22,19022,204,47.55%,23,5.36%,26,6.06%,172,40.09%,3,0.70%,1,0.23%,429,,578,62.89%,268,29.16%,49,5.33%,9,0.98%,0,0.00%,1,0.11%,2,0.22%,13,1.41%,919,White
19,23,19023,157,34.13%,29,6.30%,2,0.43%,270,58.70%,1,0.22%,1,0.22%,460,,671,87.48%,54,7.04%,31,4.04%,3,0.39%,0,0.00%,0,0.00%,0,0.00%,5,0.65%,767,White
19,24,19024,88,25.43%,23,6.65%,1,0.29%,231,66.76%,1,0.29%,2,0.58%,346,,"1,517",77.44%,219,11.18%,180,9.19%,17,0.87%,4,0.20%,0,0.00%,2,0.10%,22,1.12%,"1,959",White
19,25,19025,188,42.92%,33,7.53%,22,5.02%,188,42.92%,6,1.37%,1,0.23%,438,,417,47.88%,389,44.66%,40,4.59%,5,0.57%,1,0.11%,0,0.00%,3,0.34%,16,1.84%,871,Mixed
19,26,19026,211,50.72%,25,6.01%,17,4.09%,158,37.98%,3,0.72%,0,0.00%,416,,546,48.62%,500,44.52%,46,4.10%,7,0.62%,1,0.09%,0,0.00%,2,0.18%,21,1.87%,"1,123",Mixed
19,27,19027,111,47.44%,22,9.40%,23,9.83%,66,28.21%,8,3.42%,4,1.71%,234,,144,37.31%,214,55.44%,16,4.15%,2,0.52%,1,0.26%,0,0.00%,1,0.26%,8,2.07%,386,AA
19,28,19028,178,50.71%,26,7.41%,63,17.95%,62,17.66%,15,4.27%,7,1.99%,351,,271,33.79%,477,59.48%,31,3.87%,3,0.37%,2,0.25%,0,0.00%,2,0.25%,16,2.00%,802,AA
19,29,19029,84,21.37%,21,5.34%,0,0.00%,286,72.77%,1,0.25%,0,0.00%,393,,645,87.16%,19,2.57%,66,8.92%,4,0.54%,0,0.00%,0,0.00%,0,0.00%,7,0.95%,740,White
19,30,19030,93,22.52%,21,5.08%,1,0.24%,297,71.91%,0,0.00%,1,0.24%,413,,"2,011",77.41%,289,11.12%,238,9.16%,22,0.85%,5,0.19%,0,0.00%,3,0.12%,29,1.12%,"2,598",White
19,31,19031,151,39.95%,30,7.94%,16,4.23%,177,46.83%,2,0.53%,2,0.53%,378,,436,56.70%,286,37.19%,27,3.51%,7,0.91%,0,0.00%,0,0.00%,1,0.13%,12,1.56%,769,White
19,32,19032,103,25.94%,28,7.05%,2,0.50%,261,65.74%,2,0.50%,0,0.00%,397,,"3,852",59.52%,"1,272",19.65%,"1,127",17.41%,121,1.87%,6,0.09%,1,0.02%,3,0.05%,89,1.38%,"6,472",White
19,33,19033,108,23.23%,17,3.66%,0,0.00%,338,72.69%,1,0.22%,1,0.22%,465,,622,85.44%,36,4.95%,57,7.83%,6,0.82%,1,0.14%,0,0.00%,0,0.00%,6,0.82%,728,White
19,34,19034,178,48.11%,35,9.46%,7,1.89%,142,38.38%,3,0.81%,5,1.35%,370,,538,77.08%,120,17.19%,24,3.44%,5,0.72%,0,0.00%,0,0.00%,0,0.00%,11,1.58%,698,White
19,35,19035,151,42.54%,26,7.32%,22,6.20%,153,43.10%,2,0.56%,1,0.28%,355,,530,72.40%,155,21.17%,30,4.10%,5,0.68%,0,0.00%,0,0.00%,1,0.14%,11,1.50%,732,White
19,36,19036,209,50.85%,31,7.54%,54,13.14%,101,24.57%,11,2.68%,5,1.22%,411,,257,32.08%,492,61.42%,29,3.62%,5,0.62%,1,0.12%,1,0.12%,1,0.12%,18,2.25%,801,AA
19,37,19037,171,44.65%,40,10.44%,29,7.57%,131,34.20%,7,1.83%,5,1.31%,383,,266,32.09%,509,61.40%,29,3.50%,5,0.60%,1,0.12%,1,0.12%,1,0.12%,18,2.17%,829,AA
19,38,19038,190,53.67%,30,8.47%,44,12.43%,73,20.62%,11,3.11%,6,1.69%,354,,289,35.99%,457,56.91%,32,3.99%,4,0.50%,2,0.25%,0,0.00%,2,0.25%,17,2.12%,803,AA
19,39,19039,63,52.94%,5,4.20%,21,17.65%,26,21.85%,3,2.52%,1,0.84%,119,,"13,932",76.34%,"1,236",6.77%,"2,519",13.80%,342,1.87%,26,0.14%,2,0.01%,22,0.12%,172,0.94%,"18,249",White
19,40,19040,182,45.96%,32,8.08%,17,4.29%,160,40.40%,3,0.76%,2,0.51%,396,,291,37.45%,436,56.11%,28,3.60%,8,1.03%,0,0.00%,0,0.00%,2,0.26%,13,1.67%,777,AA
19,41,19041,70,22.65%,16,5.18%,0,0.00%,223,72.17%,0,0.00%,0,0.00%,309,,282,79.89%,42,11.90%,21,5.95%,3,0.85%,1,0.28%,0,0.00%,0,0.00%,4,1.13%,353,White
19,42,19042,190,51.21%,27,7.28%,47,12.67%,101,27.22%,5,1.35%,1,0.27%,371,,274,37.43%,411,56.15%,27,3.69%,8,1.09%,0,0.00%,0,0.00%,2,0.27%,12,1.64%,732,AA
19,43,19043,241,55.79%,17,3.94%,104,24.07%,54,12.50%,12,2.78%,4,0.93%,432,,321,30.57%,668,63.62%,33,3.14%,9,0.86%,0,0.00%,0,0.00%,2,0.19%,16,1.52%,"1,050",AA
19,44,19044,93,23.31%,19,4.76%,1,0.25%,284,71.18%,2,0.50%,0,0.00%,399,,669,91.27%,8,1.09%,48,6.55%,3,0.41%,2,0.27%,0,0.00%,0,0.00%,3,0.41%,733,White
19,45,19045,131,32.19%,29,7.13%,3,0.74%,241,59.21%,3,0.74%,0,0.00%,407,,"1,112",79.83%,138,9.91%,113,8.11%,9,0.65%,4,0.29%,0,0.00%,1,0.07%,14,1.01%,"1,393",White
19,46,19046,199,41.81%,20,4.20%,1,0.21%,255,53.57%,0,0.00%,1,0.21%,476,,703,86.58%,61,7.51%,37,4.56%,3,0.37%,1,0.12%,0,0.00%,0,0.00%,5,0.62%,812,White
19,47,19047,199,39.48%,40,7.94%,58,11.51%,192,38.10%,8,1.59%,7,1.39%,504,,312,63.80%,141,28.83%,25,5.11%,2,0.41%,0,0.00%,0,0.00%,1,0.20%,7,1.43%,489,White
19,48,19048,252,59.86%,13,3.09%,89,21.14%,48,11.40%,12,2.85%,7,1.66%,421,,103,18.13%,424,74.65%,30,5.28%,2,0.35%,0,0.00%,0,0.00%,0,0.00%,8,1.41%,568,AA
19,49,19049,220,52.38%,39,9.29%,65,15.48%,83,19.76%,7,1.67%,6,1.43%,420,,263,17.71%,"1,068",71.92%,127,8.55%,5,0.34%,1,0.07%,0,0.00%,1,0.07%,20,1.35%,"1,485",AA
19,50,19050,190,57.75%,18,5.47%,63,19.15%,36,10.94%,13,3.95%,11,3.34%,329,,250,24.65%,711,70.12%,29,2.86%,6,0.59%,0,0.00%,0,0.00%,1,0.10%,15,1.48%,"1,014",AA
19,51,19051,72,23.38%,25,8.12%,2,0.65%,208,67.53%,1,0.32%,0,0.00%,308,,538,91.19%,7,1.19%,38,6.44%,3,0.51%,2,0.34%,0,0.00%,0,0.00%,2,0.34%,590,White
19,52,19052,85,25.15%,15,4.44%,3,0.89%,234,69.23%,0,0.00%,1,0.30%,338,,830,84.18%,37,3.75%,103,10.45%,7,0.71%,1,0.10%,0,0.00%,0,0.00%,8,0.81%,986,White
19,53,19053,134,34.81%,26,6.75%,7,1.82%,216,56.10%,2,0.52%,0,0.00%,385,,990,82.78%,96,8.03%,88,7.36%,6,0.50%,3,0.25%,0,0.00%,0,0.00%,11,0.92%,"1,196",White
19,54,19054,87,25.97%,8,2.39%,0,0.00%,240,71.64%,0,0.00%,0,0.00%,335,,852,90.64%,16,1.70%,61,6.49%,4,0.43%,2,0.21%,0,0.00%,0,0.00%,4,0.43%,940,White
19,55,19055,96,28.74%,15,4.49%,0,0.00%,221,66.17%,1,0.30%,1,0.30%,334,,577,87.56%,14,2.12%,58,8.80%,3,0.46%,1,0.15%,0,0.00%,0,0.00%,5,0.76%,659,White
