"Elec"
"Emanuel","Emanuel_Pct","Pct","Votes Cast","Wilson","Wilson_Pct"
"147","55.89%","9","263","116","44.11%"
"158","56.83%","10","278","120","43.17%"
"130","59.91%","11","217","87","40.09%"
"102","38.06%","12","268","166","61.94%"
"123","59.42%","13","207","84","40.58%"
"124","47.33%","14","262","138","52.67%"
"137","52.69%","15","260","123","47.31%"
"97","42.92%","16","226","129","57.08%"
"134","57.26%","17","234","100","42.74%"
"181","61.36%","18","295","114","38.64%"
"80","56.34%","19","142","62","43.66%"
"196","57.14%","20","343","147","42.86%"
"200","56.66%","21","353","153","43.34%"
"","%","","Votes Cast","","%"
"147","53.26%","22","276","129","46.74%"
"98","55.37%","23","177","79","44.63%"
"192","64.00%","24","300","108","36.00%"
"117","57.92%","25","202","85","42.08%"
"191","61.02%","26","313","122","38.98%"
"137","58.05%","27","236","99","41.95%"
"5484","55.15%","","","4459","44.85%"
"117","55.45%","28","211","94","44.55%"
"142","64.55%","29","220","78","35.45%"
"87","38.16%","30","228","141","61.84%"
"105","55.26%","31","190","85","44.74%"
"112","64.00%","32","175","63","36.00%"
"93","56.36%","33","165","72","43.64%"
"105","55.85%","34","188","83","44.15%"
"114","58.46%","35","195","81","41.54%"
"163","55.25%","36","295","132","44.75%"
"132","60.27%","37","219","87","39.73%"
"170","59.03%","38","288","118","40.97%"
"146","55.51%","39","263","117","44.49%"
"147","57.42%","40","256","109","42.58%"
"202","64.95%","41","311","109","35.05%"
"","%","","Votes Cast","","%"
"108","46.75%","1","231","123","53.25%"
"108","39.71%","2","272","164","60.29%"
"145","45.17%","3","321","176","54.83%"
"156","49.68%","4","314","158","50.32%"
"141","69.80%","5","202","61","30.20%"
"162","59.34%","6","273","111","40.66%"
"158","53.20%","7","297","139","46.80%"
"166","53.21%","8","312","146","46.79%"
"176","56.96%","9","309","133","43.04%"
"215","54.57%","10","394","179","45.43%"
"128","50.20%","11","255","127","49.80%"
"161","58.97%","12","273","112","41.03%"
"156","49.06%","13","318","162","50.94%"
"163","54.52%","14","299","136","45.48%"
"131","40.94%","15","320","189","59.06%"
"166","56.08%","16","296","130","43.92%"
"153","49.04%","17","312","159","50.96%"
"170","60.93%","18","279","109","39.07%"
"178","58.36%","19","305","127","41.64%"
"148","58.96%","20","251","103","41.04%"
"194","50.92%","21","381","187","49.08%"
"202","56.74%","22","356","154","43.26%"
"139","51.48%","23","270","131","48.52%"
"124","43.06%","24","288","164","56.94%"
"122","40.13%","25","304","182","59.87%"
"","%","","Votes Cast","","%"
"199","54.67%","26","364","165","45.33%"
"119","52.65%","27","226","107","47.35%"
"154","52.38%","28","294","140","47.62%"
"154","50.00%","29","308","154","50.00%"
"155","47.40%","30","327","172","52.60%"
"130","43.33%","31","300","170","56.67%"
"189","60.19%","32","314","125","39.81%"
"126","52.94%","33","238","112","47.06%"
"7571","51.60%","","","7101","48.40%"
"236","58.27%","34","405","169","41.73%"
"204","55.43%","35","368","164","44.57%"
"147","50.17%","36","293","146","49.83%"
"178","49.72%","37","358","180","50.28%"
"158","53.74%","38","294","136","46.26%"
"110","52.38%","39","210","100","47.62%"
"151","43.02%","40","351","200","56.98%"
"204","57.14%","41","357","153","42.86%"
"143","57.43%","42","249","106","42.57%"
"96","39.83%","43","241","145","60.17%"
"144","50.17%","44","287","143","49.83%"
"108","37.76%","45","286","178","62.24%"
"144","42.23%","46","341","197","57.77%"
"100","50.51%","47","198","98","49.49%"
"125","57.34%","48","218","93","42.66%"
"101","51.79%","49","195","94","48.21%"
"126","57.80%","50","218","92","42.20%"
"","%","","Votes Cast","","%"
"228","71.25%","1","320","92","28.75%"
"306","62.96%","2","486","180","37.04%"
"168","59.57%","3","282","114","40.43%"
"248","60.93%","4","407","159","39.07%"
"247","62.53%","5","395","148","37.47%"
"196","51.72%","6","379","183","48.28%"
"212","62.35%","7","340","128","37.65%"
"222","54.28%","8","409","187","45.72%"
"166","65.61%","9","253","87","34.39%"
"256","62.59%","10","409","153","37.41%"
"246","63.24%","11","389","143","36.76%"
"178","59.93%","12","297","119","40.07%"
"212","52.74%","13","402","190","47.26%"
"244","63.87%","14","382","138","36.13%"
"258","54.09%","15","477","219","45.91%"
"226","59.16%","16","382","156","40.84%"
"173","57.48%","17","301","128","42.52%"
"187","58.81%","18","318","131","41.19%"
"279","60.65%","19","460","181","39.35%"
"184","57.32%","20","321","137","42.68%"
"200","60.61%","21","330","130","39.39%"
"223","57.62%","22","387","164","42.38%"
"235","62.67%","23","375","140","37.33%"
"182","61.69%","24","295","113","38.31%"
"228","67.26%","25","339","111","32.74%"
"247","71.80%","26","344","97","28.20%"
"176","51.92%","27","339","163","48.08%"
"206","52.82%","28","390","184","47.18%"
"186","54.23%","29","343","157","45.77%"
"","%","","Votes Cast","","%"
"203","63.64%","30","319","116","36.36%"
"186","59.81%","31","311","125","40.19%"
"190","60.13%","32","316","126","39.87%"
"200","56.18%","33","356","156","43.82%"
"228","67.26%","34","339","111","32.74%"
"199","63.78%","35","312","113","36.22%"
"233","57.39%","36","406","173","42.61%"
"175","50.00%","37","350","175","50.00%"
"174","57.62%","38","302","128","42.38%"
"11972","59.43%","","","8172","40.57%"
"48","55.17%","39","87","39","44.83%"
"222","59.04%","40","376","154","40.96%"
"190","56.89%","41","334","144","43.11%"
"153","53.87%","42","284","131","46.13%"
"236","55.40%","43","426","190","44.60%"
"241","61.32%","44","393","152","38.68%"
"207","59.48%","45","348","141","40.52%"
"257","68.17%","46","377","120","31.83%"
"258","52.76%","47","489","231","47.24%"
"209","60.23%","48","347","138","39.77%"
"232","53.33%","49","435","203","46.67%"
"150","55.35%","50","271","121","44.65%"
"292","70.70%","51","413","121","29.30%"
"201","51.54%","52","390","189","48.46%"
"207","62.35%","53","332","125","37.65%"
"146","52.33%","54","279","133","47.67%"
"191","60.83%","55","314","123","39.17%"
"254","66.15%","56","384","130","33.85%"
"171","56.44%","57","303","132","43.56%"
"","%","","Votes Cast","","%"
"114","52.78%","1","216","102","47.22%"
"75","64.66%","2","116","41","35.34%"
"122","55.71%","3","219","97","44.29%"
"60","49.59%","4","121","61","50.41%"
"126","49.80%","5","253","127","50.20%"
"78","60.94%","6","128","50","39.06%"
"115","54.25%","7","212","97","45.75%"
"172","61.43%","8","280","108","38.57%"
"174","54.55%","9","319","145","45.45%"
"108","55.10%","10","196","88","44.90%"
"163","54.33%","11","300","137","45.67%"
"67","50.38%","12","133","66","49.62%"
"157","55.48%","13","283","126","44.52%"
"95","56.55%","14","168","73","43.45%"
"41","18.30%","15","224","183","81.70%"
"151","50.67%","16","298","147","49.33%"
"69","43.95%","17","157","88","56.05%"
"126","61.17%","18","206","80","38.83%"
"146","56.81%","19","257","111","43.19%"
"33","19.08%","20","173","140","80.92%"
"","%","","Votes Cast","","%"
"112","58.03%","21","193","81","41.97%"
"182","53.69%","22","339","157","46.31%"
"172","60.35%","23","285","113","39.65%"
"124","50.61%","24","245","121","49.39%"
"130","54.85%","25","237","107","45.15%"
"131","46.95%","26","279","148","53.05%"
"4355","53.85%","","","3733","46.15%"
"91","54.17%","27","168","77","45.83%"
"111","58.42%","28","190","79","41.58%"
"203","62.46%","29","325","122","37.54%"
"99","65.13%","30","152","53","34.87%"
"151","61.38%","31","246","95","38.62%"
"166","64.34%","32","258","92","35.66%"
"101","69.18%","33","146","45","30.82%"
"112","39.16%","34","286","174","60.84%"
"80","55.94%","35","143","63","44.06%"
"60","66.67%","36","90","30","33.33%"
"54","58.70%","37","92","38","41.30%"
"64","57.14%","38","112","48","42.86%"
"20","46.51%","39","43","23","53.49%"
"","%","","Votes Cast","","%"
"208","63.61%","1","327","119","36.39%"
"118","58.71%","2","201","83","41.29%"
"184","60.33%","3","305","121","39.67%"
"151","53.36%","4","283","132","46.64%"
"188","56.12%","5","335","147","43.88%"
"154","59.92%","6","257","103","40.08%"
"198","60.37%","7","328","130","39.63%"
"151","55.93%","8","270","119","44.07%"
"192","57.49%","9","334","142","42.51%"
"163","58.01%","10","281","118","41.99%"
"190","66.90%","11","284","94","33.10%"
"161","59.63%","12","270","109","40.37%"
"145","55.77%","13","260","115","44.23%"
"209","59.89%","14","349","140","40.11%"
"151","57.85%","15","261","110","42.15%"
"164","61.89%","16","265","101","38.11%"
"137","54.80%","17","250","113","45.20%"
"201","61.47%","18","327","126","38.53%"
"199","65.68%","19","303","104","34.32%"
"170","60.93%","20","279","109","39.07%"
"149","63.95%","21","233","84","36.05%"
"169","60.14%","22","281","112","39.86%"
"146","54.28%","23","269","123","45.72%"
"172","60.35%","24","285","113","39.65%"
"153","54.84%","25","279","126","45.16%"
"157","61.09%","26","257","100","38.91%"
"150","50.34%","27","298","148","49.66%"
"","%","","Votes Cast","","%"
"191","57.36%","28","333","142","42.64%"
"170","58.02%","29","293","123","41.98%"
"115","58.97%","30","195","80","41.03%"
"135","61.64%","31","219","84","38.36%"
"164","60.52%","32","271","107","39.48%"
"169","58.48%","33","289","120","41.52%"
"143","51.81%","34","276","133","48.19%"
"202","65.37%","35","309","107","34.63%"
"170","59.03%","36","288","118","40.97%"
"8864","58.81%","","","6208","41.19%"
"132","55.70%","37","237","105","44.30%"
"151","61.63%","38","245","94","38.37%"
"121","58.74%","39","206","85","41.26%"
"161","65.71%","40","245","84","34.29%"
"175","55.73%","41","314","139","44.27%"
"190","60.51%","42","314","124","39.49%"
"177","62.11%","43","285","108","37.89%"
"165","55.93%","44","295","130","44.07%"
