"Elec"
"Emanuel","Emanuel_Pct","Fioretti","Fioretti_Pct","Garcia","Garcia_Pct","Pct","Votes Cast","Walls","Walls_Pct","Wilson","Wilson_Pct"
"71","39.89%","6","3.37%","37","20.79%","26","178","7","3.93%","57","32.02%"
"62","38.75%","5","3.13%","28","17.50%","27","160","12","7.50%","53","33.13%"
"84","39.81%","3","1.42%","45","21.33%","28","211","16","7.58%","63","29.86%"
"85","49.13%","2","1.16%","37","21.39%","29","173","9","5.20%","40","23.12%"
"71","40.57%","5","2.86%","30","17.14%","30","175","9","5.14%","60","34.29%"
"2451","39.88%","211","3.43%","1552","25.25%","","","291","4.73%","1641","26.70%"
"83","36.73%","3","1.33%","39","17.26%","31","226","7","3.10%","94","41.59%"
"33","21.57%","4","2.61%","93","60.78%","32","153","2","1.31%","21","13.73%"
"102","46.15%","4","1.81%","42","19.00%","33","221","8","3.62%","65","29.41%"
"80","42.55%","12","6.38%","24","12.77%","34","188","8","4.26%","64","34.04%"
"44","30.77%","2","1.40%","65","45.45%","35","143","9","6.29%","23","16.08%"
"69","44.52%","8","5.16%","26","16.77%","36","155","6","3.87%","46","29.68%"
"","%","","%","","%","","Votes Cast","","%","","%"
"60","27.91%","10","4.65%","102","47.44%","1","215","9","4.19%","34","15.81%"
"88","44.00%","4","2.00%","43","21.50%","2","200","20","10.00%","45","22.50%"
"86","39.81%","4","1.85%","47","21.76%","3","216","17","7.87%","62","28.70%"
"130","47.79%","5","1.84%","57","20.96%","4","272","13","4.78%","67","24.63%"
"86","41.15%","12","5.74%","51","24.40%","5","209","5","2.39%","55","26.32%"
"59","34.50%","8","4.68%","50","29.24%","6","171","10","5.85%","44","25.73%"
"55","40.44%","2","1.47%","48","35.29%","7","136","8","5.88%","23","16.91%"
"69","34.16%","6","2.97%","50","24.75%","8","202","14","6.93%","63","31.19%"
"83","36.24%","19","8.30%","44","19.21%","9","229","11","4.80%","72","31.44%"
"102","41.13%","13","5.24%","64","25.81%","10","248","19","7.66%","50","20.16%"
"76","39.58%","6","3.13%","41","21.35%","11","192","14","7.29%","55","28.65%"
"76","37.44%","4","1.97%","82","40.39%","12","203","4","1.97%","37","18.23%"
"85","44.50%","7","3.66%","27","14.14%","13","191","13","6.81%","59","30.89%"
"84","40.58%","3","1.45%","87","42.03%","14","207","2","0.97%","31","14.98%"
"97","42.36%","7","3.06%","44","19.21%","15","229","13","5.68%","68","29.69%"
"52","33.33%","9","5.77%","58","37.18%","16","156","7","4.49%","30","19.23%"
"66","35.11%","10","5.32%","54","28.72%","17","188","11","5.85%","47","25.00%"
"103","38.29%","10","3.72%","56","20.82%","18","269","23","8.55%","77","28.62%"
"49","36.03%","7","5.15%","27","19.85%","19","136","8","5.88%","45","33.09%"
"124","41.20%","19","6.31%","67","22.26%","20","301","16","5.32%","75","24.92%"
"155","46.27%","13","3.88%","69","20.60%","21","335","24","7.16%","74","22.09%"
"","%","","%","","%","","Votes Cast","","%","","%"
"90","42.06%","13","6.07%","45","21.03%","22","214","12","5.61%","54","25.23%"
"63","40.65%","3","1.94%","34","21.94%","23","155","7","4.52%","48","30.97%"
"132","45.05%","7","2.39%","51","17.41%","24","293","12","4.10%","91","31.06%"
"62","40.79%","1","0.66%","36","23.68%","25","152","9","5.92%","44","28.95%"
"118","41.55%","9","3.17%","54","19.01%","26","284","22","7.75%","81","28.52%"
"96","45.28%","6","2.83%","41","19.34%","27","212","11","5.19%","58","27.36%"
"88","44.22%","1","0.50%","47","23.62%","28","199","18","9.05%","45","22.61%"
"120","50.00%","7","2.92%","27","11.25%","29","240","16","6.67%","70","29.17%"
"54","31.03%","13","7.47%","75","43.10%","30","174","7","4.02%","25","14.37%"
"59","40.69%","5","3.45%","36","24.83%","31","145","3","2.07%","42","28.97%"
"75","42.86%","6","3.43%","24","13.71%","32","175","10","5.71%","60","34.29%"
"51","33.12%","4","2.60%","34","22.08%","33","154","7","4.55%","58","37.66%"
"73","41.24%","5","2.82%","38","21.47%","34","177","10","5.65%","51","28.81%"
"3499","40.08%","323","3.70%","2092","23.97%","","","502","5.75%","2313","26.50%"
"83","39.52%","8","3.81%","46","21.90%","35","210","14","6.67%","59","28.10%"
"96","37.21%","17","6.59%","65","25.19%","36","258","12","4.65%","68","26.36%"
"74","39.78%","5","2.69%","42","22.58%","37","186","11","5.91%","54","29.03%"
"87","33.59%","9","3.47%","62","23.94%","38","259","16","6.18%","85","32.82%"
"97","41.45%","4","1.71%","58","24.79%","39","234","9","3.85%","66","28.21%"
"80","35.09%","10","4.39%","51","22.37%","40","228","16","7.02%","71","31.14%"
"116","42.18%","12","4.36%","58","21.09%","41","275","19","6.91%","70","25.45%"
"","%","","%","","%","","Votes Cast","","%","","%"
"71","39.44%","6","3.33%","57","31.67%","1","180","17","9.44%","29","16.11%"
"75","37.31%","13","6.47%","93","46.27%","2","201","4","1.99%","16","7.96%"
"87","36.55%","25","10.50%","99","41.60%","3","238","7","2.94%","20","8.40%"
"90","32.61%","13","4.71%","83","30.07%","4","276","23","8.33%","67","24.28%"
"88","47.83%","2","1.09%","27","14.67%","5","184","6","3.26%","61","33.15%"
"91","41.94%","28","12.90%","81","37.33%","6","217","5","2.30%","12","5.53%"
"104","39.25%","17","6.42%","65","24.53%","7","265","17","6.42%","62","23.40%"
"113","40.36%","16","5.71%","68","24.29%","8","280","22","7.86%","61","21.79%"
"120","42.86%","13","4.64%","71","25.36%","9","280","30","10.71%","46","16.43%"
"136","38.31%","26","7.32%","114","32.11%","10","355","19","5.35%","60","16.90%"
"75","38.27%","22","11.22%","71","36.22%","11","196","8","4.08%","20","10.20%"
"105","42.68%","12","4.88%","50","20.33%","12","246","15","6.10%","64","26.02%"
"109","37.59%","17","5.86%","78","26.90%","13","290","23","7.93%","63","21.72%"
"110","43.31%","20","7.87%","69","27.17%","14","254","10","3.94%","45","17.72%"
"98","37.69%","17","6.54%","115","44.23%","15","260","7","2.69%","23","8.85%"
"90","34.48%","12","4.60%","90","34.48%","16","261","23","8.81%","46","17.62%"
"75","31.12%","22","9.13%","85","35.27%","17","241","14","5.81%","45","18.67%"
"119","43.43%","20","7.30%","55","20.07%","18","274","15","5.47%","65","23.72%"
"132","47.65%","12","4.33%","65","23.47%","19","277","15","5.42%","53","19.13%"
"111","47.23%","4","1.70%","56","23.83%","20","235","13","5.53%","51","21.70%"
"120","35.50%","27","7.99%","114","33.73%","21","338","32","9.47%","45","13.31%"
"136","39.53%","13","3.78%","89","25.87%","22","344","30","8.72%","76","22.09%"
"66","34.38%","13","6.77%","64","33.33%","23","192","14","7.29%","35","18.23%"
"91","44.39%","11","5.37%","92","44.88%","24","205","4","1.95%","7","3.41%"
"77","35.32%","32","14.68%","99","45.41%","25","218","1","0.46%","9","4.13%"
"","%","","%","","%","","Votes Cast","","%","","%"
"121","35.28%","21","6.12%","103","30.03%","26","343","24","7.00%","74","21.57%"
"76","40.00%","14","7.37%","46","24.21%","27","190","7","3.68%","47","24.74%"
"93","38.43%","30","12.40%","99","40.91%","28","242","5","2.07%","15","6.20%"
"93","41.52%","8","3.57%","82","36.61%","29","224","3","1.34%","38","16.96%"
"105","46.26%","20","8.81%","94","41.41%","30","227","4","1.76%","4","1.76%"
"71","28.06%","13","5.14%","106","41.90%","31","253","18","7.11%","45","17.79%"
"127","46.69%","11","4.04%","57","20.96%","32","272","22","8.09%","55","20.22%"
"72","34.29%","5","2.38%","49","23.33%","33","210","15","7.14%","69","32.86%"
"155","40.90%","27","7.12%","109","28.76%","34","379","12","3.17%","76","20.05%"
"153","46.22%","10","3.02%","94","28.40%","35","331","23","6.95%","51","15.41%"
"101","43.72%","23","9.96%","74","32.03%","36","231","9","3.90%","24","10.39%"
"103","35.27%","20","6.85%","102","34.93%","37","292","24","8.22%","43","14.73%"
"112","42.75%","10","3.82%","68","25.95%","38","262","22","8.40%","50","19.08%"
"58","35.37%","4","2.44%","55","33.54%","39","164","16","9.76%","31","18.90%"
"109","37.33%","20","6.85%","131","44.86%","40","292","9","3.08%","23","7.88%"
"122","40.94%","19","6.38%","81","27.18%","41","298","22","7.38%","54","18.12%"
"75","37.88%","11","5.56%","63","31.82%","42","198","11","5.56%","38","19.19%"
"4794","38.99%","800","6.51%","3988","32.44%","","","669","5.44%","2043","16.62%"
"58","31.69%","18","9.84%","99","54.10%","43","183","1","0.55%","7","3.83%"
"87","37.02%","29","12.34%","106","45.11%","44","235","2","0.85%","11","4.68%"
"57","26.51%","15","6.98%","114","53.02%","45","215","7","3.26%","22","10.23%"
"83","32.68%","30","11.81%","128","50.39%","46","254","4","1.57%","9","3.54%"
"58","36.48%","7","4.40%","42","26.42%","47","159","8","5.03%","44","27.67%"
"77","40.53%","9","4.74%","41","21.58%","48","190","10","5.26%","53","27.89%"
"59","36.65%","5","3.11%","50","31.06%","49","161","9","5.59%","38","23.60%"
"80","43.96%","8","4.40%","45","24.73%","50","182","8","4.40%","41","22.53%"
"","%","","%","","%","","Votes Cast","","%","","%"
"162","51.27%","48","15.19%","98","31.01%","1","316","2","0.63%","6","1.90%"
"201","46.42%","34","7.85%","142","32.79%","2","433","12","2.77%","44","10.16%"
"93","38.75%","41","17.08%","92","38.33%","3","240","3","1.25%","11","4.58%"
"137","36.73%","95","25.47%","127","34.05%","4","373","3","0.80%","11","2.95%"
"174","46.40%","24","6.40%","140","37.33%","5","375","9","2.40%","28","7.47%"
"97","28.96%","75","22.39%","154","45.97%","6","335","1","0.30%","8","2.39%"
"148","46.84%","37","11.71%","117","37.03%","7","316","3","0.95%","11","3.48%"
"120","35.61%","61","18.10%","145","43.03%","8","337","1","0.30%","10","2.97%"
"128","50.20%","42","16.47%","79","30.98%","9","255","2","0.78%","4","1.57%"
"179","47.23%","27","7.12%","136","35.88%","10","379","12","3.17%","25","6.60%"
"120","37.74%","58","18.24%","121","38.05%","11","318","4","1.26%","15","4.72%"
"88","32.23%","84","30.77%","95","34.80%","12","273","0","0.00%","6","2.20%"
"131","37.11%","28","7.93%","102","28.90%","13","353","32","9.07%","60","17.00%"
"167","48.83%","34","9.94%","109","31.87%","14","342","10","2.92%","22","6.43%"
"145","34.28%","99","23.40%","164","38.77%","15","423","7","1.65%","8","1.89%"
"146","45.20%","69","21.36%","103","31.89%","16","323","0","0.00%","5","1.55%"
"116","39.86%","45","15.46%","122","41.92%","17","291","1","0.34%","7","2.41%"
"121","39.54%","34","11.11%","135","44.12%","18","306","3","0.98%","13","4.25%"
"168","42.42%","43","10.86%","149","37.63%","19","396","7","1.77%","29","7.32%"
"105","41.02%","27","10.55%","97","37.89%","20","256","9","3.52%","18","7.03%"
"147","42.00%","68","19.43%","107","30.57%","21","350","3","0.86%","25","7.14%"
"143","41.21%","43","12.39%","132","38.04%","22","347","2","0.58%","27","7.78%"
"166","50.92%","40","12.27%","106","32.52%","23","326","3","0.92%","11","3.37%"
"112","44.09%","36","14.17%","99","38.98%","24","254","0","0.00%","7","2.76%"
"135","43.97%","36","11.73%","98","31.92%","25","307","10","3.26%","28","9.12%"
"175","53.35%","37","11.28%","90","27.44%","26","328","3","0.91%","23","7.01%"
"124","40.00%","19","6.13%","123","39.68%","27","310","12","3.87%","32","10.32%"
"139","40.17%","24","6.94%","102","29.48%","28","346","16","4.62%","65","18.79%"
"93","32.07%","58","20.00%","125","43.10%","29","290","6","2.07%","8","2.76%"
"","%","","%","","%","","Votes Cast","","%","","%"
"103","40.08%","54","21.01%","96","37.35%","30","257","0","0.00%","4","1.56%"
"124","42.18%","45","15.31%","111","37.76%","31","294","5","1.70%","9","3.06%"
"125","42.66%","52","17.75%","108","36.86%","32","293","1","0.34%","7","2.39%"
"113","35.20%","70","21.81%","126","39.25%","33","321","3","0.93%","9","2.80%"
"162","50.00%","35","10.80%","114","35.19%","34","324","5","1.54%","8","2.47%"
"136","48.40%","24","8.54%","101","35.94%","35","281","5","1.78%","15","5.34%"
"152","44.19%","31","9.01%","97","28.20%","36","344","26","7.56%","38","11.05%"
"116","39.06%","29","9.76%","118","39.73%","37","297","9","3.03%","25","8.42%"
"119","42.20%","24","8.51%","100","35.46%","38","282","16","5.67%","23","8.16%"
"34","42.50%","4","5.00%","22","27.50%","39","80","3","3.75%","17","21.25%"
"142","43.56%","39","11.96%","120","36.81%","40","326","7","2.15%","18","5.52%"
"105","36.21%","58","20.00%","121","41.72%","41","290","0","0.00%","6","2.07%"
"98","38.28%","17","6.64%","102","39.84%","42","256","10","3.91%","29","11.33%"
"182","48.40%","16","4.26%","91","24.20%","43","376","18","4.79%","69","18.35%"
"143","41.33%","77","22.25%","119","34.39%","44","346","1","0.29%","6","1.73%"
"141","42.09%","57","17.01%","130","38.81%","45","335","3","0.90%","4","1.19%"
"182","52.15%","45","12.89%","111","31.81%","46","349","1","0.29%","10","2.87%"
"171","37.34%","53","11.57%","171","37.34%","47","458","16","3.49%","47","10.26%"
"131","42.12%","14","4.50%","80","25.72%","48","311","17","5.47%","69","22.19%"
"7613","41.95%","2503","13.79%","6509","35.87%","","","383","2.11%","1139","6.28%"
"167","41.65%","20","4.99%","146","36.41%","49","401","21","5.24%","47","11.72%"
"78","31.71%","37","15.04%","119","48.37%","50","246","3","1.22%","9","3.66%"
"187","50.00%","41","10.96%","132","35.29%","51","374","2","0.53%","12","3.21%"
"107","33.02%","67","20.68%","140","43.21%","52","324","1","0.31%","9","2.78%"
"132","42.58%","43","13.87%","116","37.42%","53","310","7","2.26%","12","3.87%"
"88","35.63%","56","22.67%","95","38.46%","54","247","2","0.81%","6","2.43%"
"101","36.20%","62","22.22%","107","38.35%","55","279","2","0.72%","7","2.51%"
"183","50.00%","46","12.57%","95","25.96%","56","366","13","3.55%","29","7.92%"
"111","39.36%","21","7.45%","112","39.72%","57","282","10","3.55%","28","9.93%"
"","%","","%","","%","","Votes Cast","","%","","%"
"74","40.66%","4","2.20%","57","31.32%","1","182","10","5.49%","37","20.33%"
"52","49.06%","2","1.89%","13","12.26%","2","106","11","10.38%","28","26.42%"
"82","47.13%","6","3.45%","47","27.01%","3","174","6","3.45%","33","18.97%"
"34","37.36%","6","6.59%","18","19.78%","4","91","6","6.59%","27","29.67%"
"73","32.59%","13","5.80%","60","26.79%","5","224","11","4.91%","67","29.91%"
"43","44.79%","2","2.08%","22","22.92%","6","96","5","5.21%","24","25.00%"
"69","39.20%","11","6.25%","42","23.86%","7","176","11","6.25%","43","24.43%"
"112","47.86%","8","3.42%","43","18.38%","8","234","11","4.70%","60","25.64%"
"119","42.81%","9","3.24%","77","27.70%","9","278","17","6.12%","56","20.14%"
"72","44.17%","5","3.07%","35","21.47%","10","163","12","7.36%","39","23.93%"
"98","38.58%","13","5.12%","65","25.59%","11","254","17","6.69%","61","24.02%"
"50","40.98%","6","4.92%","27","22.13%","12","122","5","4.10%","34","27.87%"
"109","43.95%","4","1.61%","48","19.35%","13","248","10","4.03%","77","31.05%"
"86","50.89%","2","1.18%","30","17.75%","14","169","9","5.33%","42","24.85%"
"26","17.81%","3","2.05%","107","73.29%","15","146","5","3.42%","5","3.42%"
"102","39.38%","12","4.63%","85","32.82%","16","259","9","3.47%","51","19.69%"
"59","44.36%","5","3.76%","38","28.57%","17","133","6","4.51%","25","18.80%"
"78","45.61%","6","3.51%","26","15.20%","18","171","14","8.19%","47","27.49%"
"95","42.41%","5","2.23%","44","19.64%","19","224","18","8.04%","62","27.68%"
"28","22.22%","4","3.17%","78","61.90%","20","126","0","0.00%","16","12.70%"
"","%","","%","","%","","Votes Cast","","%","","%"
"63","38.65%","5","3.07%","40","24.54%","21","163","9","5.52%","46","28.22%"
"124","42.32%","14","4.78%","84","28.67%","22","293","22","7.51%","49","16.72%"
"100","40.16%","7","2.81%","56","22.49%","23","249","16","6.43%","70","28.11%"
"85","39.72%","9","4.21%","71","33.18%","24","214","12","5.61%","37","17.29%"
"66","34.55%","7","3.66%","40","20.94%","25","191","16","8.38%","62","32.46%"
"94","39.66%","12","5.06%","75","31.65%","26","237","15","6.33%","41","17.30%"
"54","37.76%","4","2.80%","25","17.48%","27","143","9","6.29%","51","35.66%"
"64","38.32%","6","3.59%","38","22.75%","28","167","8","4.79%","51","30.54%"
"125","42.52%","5","1.70%","47","15.99%","29","294","19","6.46%","98","33.33%"
"55","49.11%","3","2.68%","20","17.86%","30","112","9","8.04%","25","22.32%"
"99","44.80%","6","2.71%","42","19.00%","31","221","9","4.07%","65","29.41%"
"108","48.21%","1","0.45%","41","18.30%","32","224","10","4.46%","64","28.57%"
"63","46.32%","3","2.21%","38","27.94%","33","136","4","2.94%","28","20.59%"
"2808","40.59%","231","3.34%","1798","25.99%","","","388","5.61%","1693","24.47%"
"77","28.31%","12","4.41%","125","45.96%","34","272","9","3.31%","49","18.01%"
"56","40.00%","5","3.57%","32","22.86%","35","140","8","5.71%","39","27.86%"
"34","42.50%","2","2.50%","13","16.25%","36","80","2","2.50%","29","36.25%"
"31","38.75%","0","0.00%","20","25.00%","37","80","11","13.75%","18","22.50%"
"41","46.07%","2","2.25%","18","20.22%","38","89","5","5.62%","23","25.84%"
"8","21.62%","2","5.41%","11","29.73%","39","37","2","5.41%","14","37.84%"
"","%","","%","","%","","Votes Cast","","%","","%"
"135","46.39%","15","5.15%","73","25.09%","1","291","19","6.53%","49","16.84%"
"84","45.90%","6","3.28%","35","19.13%","2","183","6","3.28%","52","28.42%"
"111","42.21%","8","3.04%","52","19.77%","3","263","17","6.46%","75","28.52%"
"84","34.85%","12","4.98%","58","24.07%","4","241","19","7.88%","68","28.22%"
"133","43.75%","18","5.92%","59","19.41%","5","304","22","7.24%","72","23.68%"
"89","38.86%","5","2.18%","52","22.71%","6","229","20","8.73%","63","27.51%"
"139","46.64%","13","4.36%","62","20.81%","7","298","15","5.03%","69","23.15%"
"114","43.85%","7","2.69%","51","19.62%","8","260","15","5.77%","73","28.08%"
"128","40.76%","19","6.05%","70","22.29%","9","314","25","7.96%","72","22.93%"
"109","43.78%","8","3.21%","45","18.07%","10","249","17","6.83%","70","28.11%"
"126","49.41%","4","1.57%","44","17.25%","11","255","17","6.67%","64","25.10%"
"96","39.18%","7","2.86%","62","25.31%","12","245","13","5.31%","67","27.35%"
"83","41.09%","10","4.95%","46","22.77%","13","202","15","7.43%","48","23.76%"
"133","41.56%","16","5.00%","68","21.25%","14","320","18","5.63%","85","26.56%"
"89","43.20%","11","5.34%","49","23.79%","15","206","16","7.77%","41","19.90%"
"100","42.55%","10","4.26%","52","22.13%","16","235","13","5.53%","60","25.53%"
"83","38.43%","19","8.80%","54","25.00%","17","216","14","6.48%","46","21.30%"
"121","44.49%","14","5.15%","51","18.75%","18","272","25","9.19%","61","22.43%"
"116","42.96%","9","3.33%","59","21.85%","19","270","19","7.04%","67","24.81%"
"107","44.58%","11","4.58%","59","24.58%","20","240","19","7.92%","44","18.33%"
"82","38.32%","6","2.80%","50","23.36%","21","214","10","4.67%","66","30.84%"
"107","41.63%","8","3.11%","55","21.40%","22","257","21","8.17%","66","25.68%"
"83","33.47%","10","4.03%","66","26.61%","23","248","13","5.24%","76","30.65%"
"118","46.46%","7","2.76%","54","21.26%","24","254","10","3.94%","65","25.59%"
"95","36.82%","10","3.88%","68","26.36%","25","258","23","8.91%","62","24.03%"
"99","44.39%","13","5.83%","48","21.52%","26","223","10","4.48%","53","23.77%"
"111","41.57%","13","4.87%","73","27.34%","27","267","15","5.62%","55","20.60%"
"","%","","%","","%","","Votes Cast","","%","","%"
"126","40.78%","7","2.27%","62","20.06%","28","309","23","7.44%","91","29.45%"
"98","36.84%","12","4.51%","73","27.44%","29","266","22","8.27%","61","22.93%"
"89","46.60%","7","3.66%","38","19.90%","30","191","15","7.85%","42","21.99%"
"89","45.88%","9","4.64%","36","18.56%","31","194","15","7.73%","45","23.20%"
"88","36.51%","13","5.39%","52","21.58%","32","241","22","9.13%","66","27.39%"
"108","45.57%","10","4.22%","42","17.72%","33","237","12","5.06%","65","27.43%"
"96","40.85%","9","3.83%","49","20.85%","34","235","27","11.49%","54","22.98%"
"129","47.08%","8","2.92%","63","22.99%","35","274","17","6.20%","57","20.80%"
"127","45.52%","10","3.58%","61","21.86%","36","279","19","6.81%","62","22.22%"
"100","43.67%","9","3.93%","41","17.90%","37","229","21","9.17%","58","25.33%"
"88","44.00%","9","4.50%","48","24.00%","38","200","11","5.50%","44","22.00%"
"90","47.87%","3","1.60%","38","20.21%","39","188","18","9.57%","39","20.74%"
"97","46.19%","10","4.76%","46","21.90%","40","210","17","8.10%","40","19.05%"
"116","42.34%","9","3.28%","63","22.99%","41","274","25","9.12%","61","22.26%"
"119","41.18%","13","4.50%","74","25.61%","42","289","23","7.96%","60","20.76%"
"110","42.97%","11","4.30%","56","21.88%","43","256","18","7.03%","61","23.83%"
"113","44.31%","12","4.71%","63","24.71%","44","255","17","6.67%","50","19.61%"
"103","40.71%","7","2.77%","59","23.32%","45","253","16","6.32%","68","26.88%"
"5698","42.56%","533","3.98%","2973","22.20%","","","936","6.99%","3249","24.27%"
"115","42.28%","11","4.04%","73","26.84%","46","272","19","6.99%","54","19.85%"
"91","41.55%","8","3.65%","42","19.18%","47","219","18","8.22%","60","27.40%"
"111","44.05%","12","4.76%","51","20.24%","48","252","11","4.37%","67","26.59%"
"113","40.21%","16","5.69%","73","25.98%","49","281","13","4.63%","66","23.49%"
"99","44.80%","6","2.71%","55","24.89%","50","221","16","7.24%","45","20.36%"
"126","44.52%","6","2.12%","51","18.02%","51","283","20","7.07%","80","28.27%"
"123","46.59%","8","3.03%","53","20.08%","52","264","20","7.58%","60","22.73%"
"70","35.90%","6","3.08%","59","30.26%","53","195","17","8.72%","43","22.05%"
"89","42.79%","3","1.44%","37","17.79%","54","208","18","8.65%","61","29.33%"
"","%","","%","","%","","Votes Cast","","%","","%"
"74","47.44%","3","1.92%","30","19.23%","1","156","9","5.77%","40","25.64%"
"94","34.69%","30","11.07%","138","50.92%","2","271","2","0.74%","7","2.58%"
"36","13.43%","6","2.24%","225","83.96%","3","268","1","0.37%","0","0.00%"
"24","13.26%","3","1.66%","153","84.53%","4","181","1","0.55%","0","0.00%"
"33","15.21%","5","2.30%","178","82.03%","5","217","0","0.00%","1","0.46%"
"33","13.41%","3","1.22%","206","83.74%","6","246","0","0.00%","4","1.63%"
"21","14.29%","3","2.04%","121","82.31%","7","147","1","0.68%","1","0.68%"
"116","42.65%","21","7.72%","124","45.59%","8","272","3","1.10%","8","2.94%"
"17","9.34%","3","1.65%","160","87.91%","9","182","1","0.55%","1","0.55%"
"38","12.97%","5","1.71%","243","82.94%","10","293","1","0.34%","6","2.05%"
"22","11.83%","3","1.61%","158","84.95%","11","186","1","0.54%","2","1.08%"
"78","33.77%","11","4.76%","126","54.55%","12","231","3","1.30%","13","5.63%"
"30","14.02%","6","2.80%","176","82.24%","13","214","0","0.00%","2","0.93%"
"","%","","%","","%","","Votes Cast","","%","","%"
"45","24.46%","4","2.17%","118","64.13%","14","184","3","1.63%","14","7.61%"
"25","15.72%","6","3.77%","128","80.50%","15","159","0","0.00%","0","0.00%"
"23","12.43%","2","1.08%","159","85.95%","16","185","0","0.00%","1","0.54%"
"22","10.00%","4","1.82%","192","87.27%","17","220","0","0.00%","2","0.91%"
"30","16.48%","1","0.55%","149","81.87%","18","182","1","0.55%","1","0.55%"
"26","28.57%","2","2.20%","32","35.16%","19","91","2","2.20%","29","31.87%"
"33","17.93%","2","1.09%","148","80.43%","20","184","0","0.00%","1","0.54%"
"100","36.63%","4","1.47%","108","39.56%","21","273","12","4.40%","49","17.95%"
"1127","21.18%","137","2.57%","3711","69.73%","","","68","1.28%","279","5.24%"
"27","14.75%","2","1.09%","150","81.97%","22","183","2","1.09%","2","1.09%"
"130","41.67%","2","0.64%","66","21.15%","23","312","22","7.05%","92","29.49%"
"26","9.92%","2","0.76%","233","88.93%","24","262","0","0.00%","1","0.38%"
"24","10.76%","4","1.79%","190","85.20%","25","223","3","1.35%","2","0.90%"
"","%","","%","","%","","Votes Cast","","%","","%"
"164","46.72%","70","19.94%","106","30.20%","1","351","4","1.14%","7","1.99%"
"119","44.24%","43","15.99%","102","37.92%","2","269","1","0.37%","4","1.49%"
"174","54.55%","61","19.12%","73","22.88%","3","319","1","0.31%","10","3.13%"
"168","48.55%","57","16.47%","116","33.53%","4","346","0","0.00%","5","1.45%"
"73","37.24%","15","7.65%","103","52.55%","5","196","0","0.00%","5","2.55%"
"122","45.02%","22","8.12%","123","45.39%","6","271","0","0.00%","4","1.48%"
"52","30.23%","15","8.72%","104","60.47%","7","172","1","0.58%","0","0.00%"
"132","42.44%","37","11.90%","126","40.51%","8","311","3","0.96%","13","4.18%"
"61","33.33%","6","3.28%","112","61.20%","9","183","0","0.00%","4","2.19%"
"94","37.45%","25","9.96%","123","49.00%","10","251","5","1.99%","4","1.59%"
"59","26.22%","14","6.22%","150","66.67%","11","225","0","0.00%","2","0.89%"
"141","42.09%","67","20.00%","111","33.13%","12","335","5","1.49%","11","3.28%"
"45","27.95%","6","3.73%","105","65.22%","13","161","0","0.00%","5","3.11%"
"129","46.40%","50","17.99%","87","31.29%","14","278","1","0.36%","11","3.96%"
"58","34.73%","9","5.39%","88","52.69%","15","167","1","0.60%","11","6.59%"
"148","48.52%","64","20.98%","89","29.18%","16","305","1","0.33%","3","0.98%"
"27","20.77%","5","3.85%","84","64.62%","17","130","2","1.54%","12","9.23%"
"97","38.80%","57","22.80%","92","36.80%","18","250","2","0.80%","2","0.80%"
"39","22.16%","7","3.98%","120","68.18%","19","176","1","0.57%","9","5.11%"
"38","29.01%","8","6.11%","83","63.36%","20","131","0","0.00%","2","1.53%"
"","%","","%","","%","","Votes Cast","","%","","%"
"152","44.84%","74","21.83%","103","30.38%","21","339","0","0.00%","10","2.95%"
"133","48.36%","39","14.18%","96","34.91%","22","275","2","0.73%","5","1.82%"
"129","46.74%","48","17.39%","89","32.25%","23","276","2","0.72%","8","2.90%"
"57","31.84%","7","3.91%","105","58.66%","24","179","0","0.00%","10","5.59%"
"70","33.98%","25","12.14%","106","51.46%","25","206","0","0.00%","5","2.43%"
"117","42.70%","22","8.03%","127","46.35%","26","274","2","0.73%","6","2.19%"
"155","47.99%","68","21.05%","95","29.41%","27","323","1","0.31%","4","1.24%"
"129","42.16%","57","18.63%","110","35.95%","28","306","1","0.33%","9","2.94%"
"117","47.37%","36","14.57%","90","36.44%","29","247","1","0.40%","3","1.21%"
"66","27.85%","17","7.17%","149","62.87%","30","237","0","0.00%","5","2.11%"
"41","22.53%","12","6.59%","123","67.58%","31","182","1","0.55%","5","2.75%"
"68","29.18%","16","6.87%","142","60.94%","32","233","1","0.43%","6","2.58%"
"34","17.71%","11","5.73%","140","72.92%","33","192","0","0.00%","7","3.65%"
"3868","40.19%","1308","13.59%","4165","43.27%","","","52","0.54%","232","2.41%"
"53","27.60%","9","4.69%","123","64.06%","34","192","3","1.56%","4","2.08%"
"93","40.79%","45","19.74%","85","37.28%","35","228","3","1.32%","2","0.88%"
"188","54.49%","65","18.84%","89","25.80%","36","345","1","0.29%","2","0.58%"
"143","46.73%","56","18.30%","96","31.37%","37","306","2","0.65%","9","2.94%"
"124","46.62%","52","19.55%","82","30.83%","38","266","1","0.38%","7","2.63%"
"59","30.73%","11","5.73%","118","61.46%","39","192","3","1.56%","1","0.52%"
"","%","","%","","%","","Votes Cast","","%","","%"
"76","37.25%","6","2.94%","42","20.59%","1","204","7","3.43%","73","35.78%"
"63","32.14%","2","1.02%","43","21.94%","2","196","15","7.65%","73","37.24%"
"71","37.97%","14","7.49%","46","24.60%","3","187","10","5.35%","46","24.60%"
"64","40.00%","6","3.75%","20","12.50%","4","160","8","5.00%","62","38.75%"
"39","29.32%","13","9.77%","38","28.57%","5","133","7","5.26%","36","27.07%"
