"Elec"
"Emanuel","Emanuel_Pct","Fioretti","Fioretti_Pct","Garcia","Garcia_Pct","Pct","Votes Cast","Walls","Walls_Pct","Wilson","Wilson_Pct"
"113","54.33%","17","8.17%","72","34.62%","1","208","2","0.96%","4","1.92%"
"106","45.89%","26","11.26%","82","35.50%","2","231","10","4.33%","7","3.03%"
"115","44.40%","13","5.02%","125","48.26%","3","259","1","0.39%","5","1.93%"
"78","46.99%","13","7.83%","63","37.95%","4","166","5","3.01%","7","4.22%"
"121","48.21%","13","5.18%","110","43.82%","5","251","1","0.40%","6","2.39%"
"94","35.88%","18","6.87%","139","53.05%","6","262","3","1.15%","8","3.05%"
"138","47.75%","22","7.61%","125","43.25%","7","289","0","0.00%","4","1.38%"
"120","38.96%","29","9.42%","155","50.32%","8","308","2","0.65%","2","0.65%"
"125","60.10%","11","5.29%","54","25.96%","9","208","4","1.92%","14","6.73%"
"114","47.90%","17","7.14%","95","39.92%","10","238","4","1.68%","8","3.36%"
"146","50.00%","22","7.53%","117","40.07%","11","292","3","1.03%","4","1.37%"
"74","46.54%","7","4.40%","70","44.03%","12","159","4","2.52%","4","2.52%"
"110","37.29%","23","7.80%","153","51.86%","13","295","2","0.68%","7","2.37%"
"111","57.22%","5","2.58%","66","34.02%","14","194","4","2.06%","8","4.12%"
"118","51.98%","18","7.93%","83","36.56%","15","227","2","0.88%","6","2.64%"
"123","43.31%","15","5.28%","143","50.35%","16","284","1","0.35%","2","0.70%"
"118","49.17%","20","8.33%","92","38.33%","17","240","1","0.42%","9","3.75%"
"78","43.33%","9","5.00%","67","37.22%","18","180","4","2.22%","22","12.22%"
"160","50.16%","30","9.40%","115","36.05%","19","319","8","2.51%","6","1.88%"
"116","53.46%","20","9.22%","70","32.26%","20","217","2","0.92%","9","4.15%"
"","%","","%","","%","","Votes Cast","","%","","%"
"152","49.67%","15","4.90%","132","43.14%","21","306","1","0.33%","6","1.96%"
"108","48.43%","9","4.04%","99","44.39%","22","223","1","0.45%","6","2.69%"
"163","51.26%","11","3.46%","126","39.62%","23","318","3","0.94%","15","4.72%"
"99","50.51%","17","8.67%","66","33.67%","24","196","3","1.53%","11","5.61%"
"123","46.24%","14","5.26%","119","44.74%","25","266","4","1.50%","6","2.26%"
"128","44.44%","14","4.86%","139","48.26%","26","288","0","0.00%","7","2.43%"
"121","36.45%","19","5.72%","172","51.81%","27","332","3","0.90%","17","5.12%"
"116","40.42%","14","4.88%","144","50.17%","28","287","1","0.35%","12","4.18%"
"172","58.11%","22","7.43%","94","31.76%","29","296","2","0.68%","6","2.03%"
"187","56.67%","25","7.58%","106","32.12%","30","330","2","0.61%","10","3.03%"
"121","42.46%","12","4.21%","149","52.28%","31","285","1","0.35%","2","0.70%"
"134","47.69%","21","7.47%","120","42.70%","32","281","1","0.36%","5","1.78%"
"122","44.04%","16","5.78%","132","47.65%","33","277","1","0.36%","6","2.17%"
"4634","47.26%","636","6.49%","4136","42.18%","","","99","1.01%","300","3.06%"
"133","51.75%","16","6.23%","100","38.91%","34","257","1","0.39%","7","2.72%"
"97","53.01%","10","5.46%","58","31.69%","35","183","6","3.28%","12","6.56%"
"125","51.02%","13","5.31%","97","39.59%","36","245","1","0.41%","9","3.67%"
"109","43.25%","15","5.95%","114","45.24%","37","252","1","0.40%","13","5.16%"
"114","39.31%","22","7.59%","150","51.72%","38","290","1","0.34%","3","1.03%"
"32","48.48%","3","4.55%","23","34.85%","39","66","3","4.55%","5","7.58%"
"","%","","%","","%","","Votes Cast","","%","","%"
"138","42.07%","65","19.82%","108","32.93%","1","328","4","1.22%","13","3.96%"
"172","47.78%","73","20.28%","102","28.33%","2","360","2","0.56%","11","3.06%"
"124","40.39%","42","13.68%","130","42.35%","3","307","5","1.63%","6","1.95%"
"183","49.33%","55","14.82%","124","33.42%","4","371","1","0.27%","8","2.16%"
"156","50.81%","42","13.68%","95","30.94%","5","307","2","0.65%","12","3.91%"
"206","57.06%","46","12.74%","91","25.21%","6","361","3","0.83%","15","4.16%"
"199","50.00%","67","16.83%","120","30.15%","7","398","6","1.51%","6","1.51%"
"151","45.07%","65","19.40%","111","33.13%","8","335","2","0.60%","6","1.79%"
"135","44.12%","63","20.59%","106","34.64%","9","306","0","0.00%","2","0.65%"
"194","52.15%","63","16.94%","103","27.69%","10","372","2","0.54%","10","2.69%"
"169","46.69%","69","19.06%","107","29.56%","11","362","3","0.83%","14","3.87%"
"147","47.88%","59","19.22%","93","30.29%","12","307","2","0.65%","6","1.95%"
"150","41.67%","103","28.61%","99","27.50%","13","360","2","0.56%","6","1.67%"
"200","55.40%","37","10.25%","112","31.02%","14","361","1","0.28%","11","3.05%"
"165","43.42%","72","18.95%","125","32.89%","15","380","3","0.79%","15","3.95%"
"138","46.46%","50","16.84%","97","32.66%","16","297","2","0.67%","10","3.37%"
"159","50.48%","47","14.92%","98","31.11%","17","315","3","0.95%","8","2.54%"
"138","45.70%","68","22.52%","85","28.15%","18","302","3","0.99%","8","2.65%"
"188","49.60%","57","15.04%","116","30.61%","19","379","0","0.00%","18","4.75%"
"157","56.88%","38","13.77%","75","27.17%","20","276","1","0.36%","5","1.81%"
"180","56.07%","53","16.51%","76","23.68%","21","321","2","0.62%","10","3.12%"
"148","43.40%","70","20.53%","104","30.50%","22","341","3","0.88%","16","4.69%"
"165","51.24%","59","18.32%","86","26.71%","23","322","1","0.31%","11","3.42%"
"147","49.33%","47","15.77%","102","34.23%","24","298","1","0.34%","1","0.34%"
"","%","","%","","%","","Votes Cast","","%","","%"
"71","50.35%","20","14.18%","40","28.37%","25","141","2","1.42%","8","5.67%"
"148","43.27%","61","17.84%","111","32.46%","26","342","4","1.17%","18","5.26%"
"110","55.28%","28","14.07%","57","28.64%","27","199","1","0.50%","3","1.51%"
"101","54.30%","16","8.60%","57","30.65%","28","186","3","1.61%","9","4.84%"
"85","55.92%","18","11.84%","42","27.63%","29","152","1","0.66%","6","3.95%"
"130","40.75%","68","21.32%","114","35.74%","30","319","2","0.63%","5","1.57%"
"245","61.56%","47","11.81%","95","23.87%","31","398","2","0.50%","9","2.26%"
"125","50.20%","43","17.27%","69","27.71%","32","249","3","1.20%","9","3.61%"
"131","44.26%","77","26.01%","76","25.68%","33","296","0","0.00%","12","4.05%"
"135","49.82%","56","20.66%","74","27.31%","34","271","3","1.11%","3","1.11%"
"161","44.35%","65","17.91%","114","31.40%","35","363","6","1.65%","17","4.68%"
"144","48.32%","52","17.45%","94","31.54%","36","298","1","0.34%","7","2.35%"
"155","45.99%","63","18.69%","108","32.05%","37","337","2","0.59%","9","2.67%"
"127","44.56%","53","18.60%","100","35.09%","38","285","4","1.40%","1","0.35%"
"160","47.06%","51","15.00%","114","33.53%","39","340","3","0.88%","12","3.53%"
"7153","47.80%","2644","17.67%","4605","30.77%","","","112","0.75%","451","3.01%"
"168","42.64%","83","21.07%","129","32.74%","40","394","2","0.51%","12","3.05%"
"168","49.12%","65","19.01%","101","29.53%","41","342","0","0.00%","8","2.34%"
"142","42.90%","75","22.66%","95","28.70%","42","331","3","0.91%","16","4.83%"
"151","46.18%","54","16.51%","113","34.56%","43","327","3","0.92%","6","1.83%"
"170","46.07%","71","19.24%","112","30.35%","44","369","3","0.81%","13","3.52%"
"106","38.27%","58","20.94%","96","34.66%","45","277","3","1.08%","14","5.05%"
"171","46.09%","50","13.48%","130","35.04%","46","371","3","0.81%","17","4.58%"
"140","44.87%","60","19.23%","99","31.73%","47","312","4","1.28%","9","2.88%"
"","%","","%","","%","","Votes Cast","","%","","%"
"243","79.67%","12","3.93%","42","13.77%","1","305","1","0.33%","7","2.30%"
"122","67.78%","15","8.33%","37","20.56%","2","180","1","0.56%","5","2.78%"
"96","56.14%","24","14.04%","46","26.90%","3","171","3","1.75%","2","1.17%"
"230","73.72%","19","6.09%","51","16.35%","4","312","3","0.96%","9","2.88%"
"116","84.06%","6","4.35%","13","9.42%","5","138","2","1.45%","1","0.72%"
"236","64.48%","30","8.20%","85","23.22%","6","366","5","1.37%","10","2.73%"
"223","79.36%","14","4.98%","31","11.03%","7","281","2","0.71%","11","3.91%"
"193","71.75%","18","6.69%","45","16.73%","8","269","3","1.12%","10","3.72%"
"131","64.22%","12","5.88%","49","24.02%","9","204","2","0.98%","10","4.90%"
"132","70.59%","14","7.49%","30","16.04%","10","187","3","1.60%","8","4.28%"
"158","68.10%","20","8.62%","41","17.67%","11","232","3","1.29%","10","4.31%"
"155","78.28%","9","4.55%","30","15.15%","12","198","1","0.51%","3","1.52%"
"237","68.30%","39","11.24%","57","16.43%","13","347","5","1.44%","9","2.59%"
"118","77.63%","3","1.97%","29","19.08%","14","152","0","0.00%","2","1.32%"
"95","76.00%","9","7.20%","18","14.40%","15","125","0","0.00%","3","2.40%"
"140","69.31%","15","7.43%","37","18.32%","16","202","0","0.00%","10","4.95%"
"160","83.33%","9","4.69%","14","7.29%","17","192","1","0.52%","8","4.17%"
"110","71.90%","7","4.58%","27","17.65%","18","153","2","1.31%","7","4.58%"
"215","76.79%","20","7.14%","34","12.14%","19","280","2","0.71%","9","3.21%"
"104","76.47%","11","8.09%","18","13.24%","20","136","0","0.00%","3","2.21%"
"98","68.06%","10","6.94%","34","23.61%","21","144","0","0.00%","2","1.39%"
"","%","","%","","%","","Votes Cast","","%","","%"
"88","79.28%","8","7.21%","10","9.01%","22","111","0","0.00%","5","4.50%"
"150","84.75%","7","3.95%","17","9.60%","23","177","0","0.00%","3","1.69%"
"186","76.54%","13","5.35%","33","13.58%","24","243","3","1.23%","8","3.29%"
"158","70.22%","8","3.56%","46","20.44%","25","225","3","1.33%","10","4.44%"
"188","81.03%","10","4.31%","28","12.07%","26","232","2","0.86%","4","1.72%"
"154","70.00%","12","5.45%","47","21.36%","27","220","0","0.00%","7","3.18%"
"214","65.44%","15","4.59%","84","25.69%","28","327","7","2.14%","7","2.14%"
"133","73.89%","17","9.44%","28","15.56%","29","180","0","0.00%","2","1.11%"
"205","74.82%","15","5.47%","49","17.88%","30","274","0","0.00%","5","1.82%"
"156","77.23%","6","2.97%","33","16.34%","31","202","2","0.99%","5","2.48%"
"117","80.14%","6","4.11%","22","15.07%","32","146","1","0.68%","0","0.00%"
"130","65.33%","16","8.04%","40","20.10%","33","199","2","1.01%","11","5.53%"
"225","84.91%","9","3.40%","24","9.06%","34","265","2","0.75%","5","1.89%"
"219","73.74%","16","5.39%","44","14.81%","35","297","3","1.01%","15","5.05%"
"6558","73.52%","548","6.14%","1476","16.55%","","","76","0.85%","262","2.94%"
"145","71.43%","15","7.39%","35","17.24%","36","203","3","1.48%","5","2.46%"
"92","78.63%","6","5.13%","14","11.97%","37","117","2","1.71%","3","2.56%"
"133","73.89%","6","3.33%","34","18.89%","38","180","0","0.00%","7","3.89%"
"94","69.12%","10","7.35%","25","18.38%","39","136","3","2.21%","4","2.94%"
"152","80.00%","6","3.16%","25","13.16%","40","190","1","0.53%","6","3.16%"
"129","69.35%","15","8.06%","35","18.82%","41","186","1","0.54%","6","3.23%"
"178","75.42%","16","6.78%","35","14.83%","42","236","2","0.85%","5","2.12%"
"","%","","%","","%","","Votes Cast","","%","","%"
"103","66.88%","5","3.25%","27","17.53%","1","154","3","1.95%","16","10.39%"
"178","72.65%","12","4.90%","48","19.59%","2","245","1","0.41%","6","2.45%"
"218","78.14%","18","6.45%","43","15.41%","3","279","0","0.00%","0","0.00%"
"177","75.32%","23","9.79%","29","12.34%","4","235","0","0.00%","6","2.55%"
"145","73.98%","13","6.63%","32","16.33%","5","196","1","0.51%","5","2.55%"
"102","65.38%","13","8.33%","36","23.08%","6","156","0","0.00%","5","3.21%"
"142","72.82%","10","5.13%","34","17.44%","7","195","0","0.00%","9","4.62%"
"160","72.73%","7","3.18%","42","19.09%","8","220","0","0.00%","11","5.00%"
"234","73.82%","11","3.47%","59","18.61%","9","317","3","0.95%","10","3.15%"
"177","70.52%","20","7.97%","46","18.33%","10","251","2","0.80%","6","2.39%"
"131","74.86%","10","5.71%","30","17.14%","11","175","0","0.00%","4","2.29%"
"123","75.46%","14","8.59%","24","14.72%","12","163","0","0.00%","2","1.23%"
"175","69.44%","12","4.76%","48","19.05%","13","252","3","1.19%","14","5.56%"
"218","75.96%","10","3.48%","51","17.77%","14","287","0","0.00%","8","2.79%"
"168","68.29%","23","9.35%","50","20.33%","15","246","1","0.41%","4","1.63%"
"150","68.81%","20","9.17%","41","18.81%","16","218","0","0.00%","7","3.21%"
"147","75.38%","11","5.64%","31","15.90%","17","195","1","0.51%","5","2.56%"
"197","71.90%","20","7.30%","52","18.98%","18","274","1","0.36%","4","1.46%"
"194","71.06%","22","8.06%","47","17.22%","19","273","3","1.10%","7","2.56%"
"213","68.93%","12","3.88%","75","24.27%","20","309","3","0.97%","6","1.94%"
"174","65.41%","22","8.27%","61","22.93%","21","266","0","0.00%","9","3.38%"
"94","68.61%","11","8.03%","27","19.71%","22","137","1","0.73%","4","2.92%"
"80","74.07%","2","1.85%","23","21.30%","23","108","0","0.00%","3","2.78%"
"","%","","%","","%","","Votes Cast","","%","","%"
"138","70.05%","11","5.58%","30","15.23%","24","197","6","3.05%","12","6.09%"
"175","69.44%","13","5.16%","52","20.63%","25","252","1","0.40%","11","4.37%"
"155","71.76%","14","6.48%","42","19.44%","26","216","2","0.93%","3","1.39%"
"201","76.72%","13","4.96%","44","16.79%","27","262","0","0.00%","4","1.53%"
"227","78.28%","17","5.86%","37","12.76%","28","290","5","1.72%","4","1.38%"
"157","64.61%","10","4.12%","69","28.40%","29","243","1","0.41%","6","2.47%"
"166","73.13%","21","9.25%","35","15.42%","30","227","0","0.00%","5","2.20%"
"182","64.31%","19","6.71%","61","21.55%","31","283","4","1.41%","17","6.01%"
"214","75.09%","12","4.21%","54","18.95%","32","285","1","0.35%","4","1.40%"
"244","78.71%","19","6.13%","39","12.58%","33","310","1","0.32%","7","2.26%"
"147","71.36%","10","4.85%","42","20.39%","34","206","2","0.97%","5","2.43%"
"268","78.82%","36","10.59%","31","9.12%","35","340","0","0.00%","5","1.47%"
"42","50.60%","10","12.05%","25","30.12%","36","83","4","4.82%","2","2.41%"
"135","69.59%","19","9.79%","33","17.01%","37","194","4","2.06%","3","1.55%"
"225","82.72%","8","2.94%","32","11.76%","38","272","2","0.74%","5","1.84%"
"130","65.99%","12","6.09%","47","23.86%","39","197","4","2.03%","4","2.03%"
"7608","71.97%","665","6.29%","1938","18.33%","","","77","0.73%","283","2.68%"
"78","55.32%","8","5.67%","43","30.50%","40","141","7","4.96%","5","3.55%"
"213","69.16%","20","6.49%","68","22.08%","41","308","2","0.65%","5","1.62%"
"150","67.26%","11","4.93%","54","24.22%","42","223","4","1.79%","4","1.79%"
"259","77.31%","26","7.76%","45","13.43%","43","335","0","0.00%","5","1.49%"
"186","72.94%","15","5.88%","47","18.43%","44","255","1","0.39%","6","2.35%"
"140","73.68%","16","8.42%","26","13.68%","45","190","3","1.58%","5","2.63%"
"76","68.47%","4","3.60%","26","23.42%","46","111","0","0.00%","5","4.50%"
"","%","","%","","%","","Votes Cast","","%","","%"
"240","63.83%","24","6.38%","92","24.47%","1","376","5","1.33%","15","3.99%"
"123","60.59%","18","8.87%","57","28.08%","2","203","0","0.00%","5","2.46%"
"210","77.49%","12","4.43%","44","16.24%","3","271","0","0.00%","5","1.85%"
"248","76.78%","14","4.33%","57","17.65%","4","323","0","0.00%","4","1.24%"
"128","60.95%","12","5.71%","59","28.10%","5","210","6","2.86%","5","2.38%"
"131","60.37%","16","7.37%","63","29.03%","6","217","1","0.46%","6","2.76%"
"172","72.57%","15","6.33%","44","18.57%","7","237","2","0.84%","4","1.69%"
"158","58.96%","22","8.21%","80","29.85%","8","268","1","0.37%","7","2.61%"
"104","61.90%","10","5.95%","52","30.95%","9","168","0","0.00%","2","1.19%"
"98","60.49%","12","7.41%","46","28.40%","10","162","0","0.00%","6","3.70%"
"125","59.81%","18","8.61%","61","29.19%","11","209","0","0.00%","5","2.39%"
"170","64.15%","15","5.66%","75","28.30%","12","265","1","0.38%","4","1.51%"
"116","69.88%","11","6.63%","35","21.08%","13","166","0","0.00%","4","2.41%"
"107","61.49%","7","4.02%","57","32.76%","14","174","1","0.57%","2","1.15%"
"133","63.94%","13","6.25%","57","27.40%","15","208","0","0.00%","5","2.40%"
"133","58.33%","12","5.26%","75","32.89%","16","228","4","1.75%","4","1.75%"
"215","69.58%","12","3.88%","75","24.27%","17","309","3","0.97%","4","1.29%"
"135","67.84%","12","6.03%","44","22.11%","18","199","1","0.50%","7","3.52%"
"170","58.42%","24","8.25%","92","31.62%","19","291","1","0.34%","4","1.37%"
"78","53.42%","16","10.96%","46","31.51%","20","146","0","0.00%","6","4.11%"
"143","65.00%","7","3.18%","63","28.64%","21","220","0","0.00%","7","3.18%"
"","%","","%","","%","","Votes Cast","","%","","%"
"190","65.52%","23","7.93%","67","23.10%","22","290","2","0.69%","8","2.76%"
"103","60.95%","12","7.10%","47","27.81%","23","169","1","0.59%","6","3.55%"
"192","66.67%","14","4.86%","78","27.08%","24","288","1","0.35%","3","1.04%"
"127","66.15%","10","5.21%","51","26.56%","25","192","2","1.04%","2","1.04%"
"131","63.59%","8","3.88%","62","30.10%","26","206","1","0.49%","4","1.94%"
"140","61.14%","16","6.99%","66","28.82%","27","229","1","0.44%","6","2.62%"
"160","64.26%","19","7.63%","64","25.70%","28","249","1","0.40%","5","2.01%"
"113","59.16%","11","5.76%","62","32.46%","29","191","3","1.57%","2","1.05%"
"129","62.62%","12","5.83%","58","28.16%","30","206","1","0.49%","6","2.91%"
"117","61.58%","12","6.32%","54","28.42%","31","190","2","1.05%","5","2.63%"
"161","62.40%","13","5.04%","79","30.62%","32","258","2","0.78%","3","1.16%"
"121","57.89%","9","4.31%","72","34.45%","33","209","2","0.96%","5","2.39%"
"168","62.92%","13","4.87%","78","29.21%","34","267","1","0.37%","7","2.62%"
"6055","64.25%","554","5.88%","2543","26.98%","","","61","0.65%","211","2.24%"
"236","69.01%","19","5.56%","76","22.22%","35","342","1","0.29%","10","2.92%"
"125","63.78%","5","2.55%","62","31.63%","36","196","1","0.51%","3","1.53%"
"170","63.91%","12","4.51%","74","27.82%","37","266","7","2.63%","3","1.13%"
"124","64.92%","14","7.33%","48","25.13%","38","191","3","1.57%","2","1.05%"
"113","66.47%","9","5.29%","46","27.06%","39","170","1","0.59%","1","0.59%"
"149","64.78%","8","3.48%","67","29.13%","40","230","0","0.00%","6","2.61%"
"149","63.40%","13","5.53%","58","24.68%","41","235","2","0.85%","13","5.53%"
"","%","","%","","%","","Votes Cast","","%","","%"
"89","42.58%","21","10.05%","93","44.50%","1","209","1","0.48%","5","2.39%"
"85","44.04%","14","7.25%","91","47.15%","2","193","2","1.04%","1","0.52%"
"113","48.92%","18","7.79%","95","41.13%","3","231","1","0.43%","4","1.73%"
"144","42.35%","38","11.18%","141","41.47%","4","340","6","1.76%","11","3.24%"
"168","53.16%","23","7.28%","108","34.18%","5","316","5","1.58%","12","3.80%"
"191","53.06%","26","7.22%","131","36.39%","6","360","2","0.56%","10","2.78%"
"190","48.22%","38","9.64%","153","38.83%","7","394","0","0.00%","13","3.30%"
"123","46.77%","14","5.32%","113","42.97%","8","263","1","0.38%","12","4.56%"
"115","43.23%","30","11.28%","114","42.86%","9","266","2","0.75%","5","1.88%"
"139","47.77%","30","10.31%","117","40.21%","10","291","1","0.34%","4","1.37%"
"76","40.64%","17","9.09%","81","43.32%","11","187","1","0.53%","12","6.42%"
"122","45.86%","25","9.40%","104","39.10%","12","266","3","1.13%","12","4.51%"
"131","44.86%","47","16.10%","105","35.96%","13","292","2","0.68%","7","2.40%"
"173","51.64%","30","8.96%","115","34.33%","14","335","1","0.30%","16","4.78%"
"203","47.76%","49","11.53%","161","37.88%","15","425","6","1.41%","6","1.41%"
"126","48.28%","29","11.11%","90","34.48%","16","261","5","1.92%","11","4.21%"
"160","51.28%","39","12.50%","97","31.09%","17","312","6","1.92%","10","3.21%"
"129","43.43%","43","14.48%","118","39.73%","18","297","0","0.00%","7","2.36%"
"90","55.21%","18","11.04%","48","29.45%","19","163","3","1.84%","4","2.45%"
"82","44.81%","21","11.48%","70","38.25%","20","183","1","0.55%","9","4.92%"
"150","50.17%","35","11.71%","107","35.79%","21","299","1","0.33%","6","2.01%"
"147","53.45%","49","17.82%","73","26.55%","22","275","1","0.36%","5","1.82%"
"157","53.58%","44","15.02%","83","28.33%","23","293","1","0.34%","8","2.73%"
"129","49.43%","38","14.56%","84","32.18%","24","261","3","1.15%","7","2.68%"
"","%","","%","","%","","Votes Cast","","%","","%"
"99","46.26%","42","19.63%","67","31.31%","25","214","0","0.00%","6","2.80%"
"71","43.29%","35","21.34%","50","30.49%","26","164","1","0.61%","7","4.27%"
"110","41.35%","44","16.54%","99","37.22%","27","266","3","1.13%","10","3.76%"
"118","49.58%","20","8.40%","85","35.71%","28","238","4","1.68%","11","4.62%"
"96","49.74%","30","15.54%","51","26.42%","29","193","10","5.18%","6","3.11%"
"128","52.03%","22","8.94%","87","35.37%","30","246","1","0.41%","8","3.25%"
"129","52.65%","23","9.39%","81","33.06%","31","245","2","0.82%","10","4.08%"
"131","53.47%","22","8.98%","83","33.88%","32","245","1","0.41%","8","3.27%"
"88","50.29%","12","6.86%","67","38.29%","33","175","2","1.14%","6","3.43%"
"165","55.93%","28","9.49%","90","30.51%","34","295","4","1.36%","8","2.71%"
"153","45.27%","55","16.27%","107","31.66%","35","338","5","1.48%","18","5.33%"
"146","42.94%","61","17.94%","115","33.82%","36","340","4","1.18%","14","4.12%"
"149","53.02%","24","8.54%","97","34.52%","37","281","0","0.00%","11","3.91%"
"123","49.20%","24","9.60%","94","37.60%","38","250","3","1.20%","6","2.40%"
"129","46.24%","46","16.49%","95","34.05%","39","279","2","0.72%","7","2.51%"
"150","49.83%","47","15.61%","89","29.57%","40","301","3","1.00%","12","3.99%"
"6243","48.06%","1682","12.95%","4545","34.99%","","","115","0.89%","406","3.13%"
"147","47.88%","58","18.89%","93","30.29%","41","307","2","0.65%","7","2.28%"
"172","50.74%","54","15.93%","102","30.09%","42","339","0","0.00%","11","3.24%"
"146","42.32%","68","19.71%","121","35.07%","43","345","2","0.58%","8","2.32%"
"168","52.66%","49","15.36%","95","29.78%","44","319","1","0.31%","6","1.88%"
"97","43.89%","52","23.53%","61","27.60%","45","221","1","0.45%","10","4.52%"
"86","42.57%","32","15.84%","73","36.14%","46","202","4","1.98%","7","3.47%"
"98","40.83%","49","20.42%","84","35.00%","47","240","1","0.42%","8","3.33%"
"112","47.46%","49","20.76%","67","28.39%","48","236","4","1.69%","4","1.69%"
"","%","","%","","%","","Votes Cast","","%","","%"
"134","49.81%","19","7.06%","95","35.32%","1","269","6","2.23%","15","5.58%"
"135","53.57%","6","2.38%","95","37.70%","2","252","2","0.79%","14","5.56%"
"221","67.38%","11","3.35%","82","25.00%","3","328","3","0.91%","11","3.35%"
"171","58.16%","12","4.08%","97","32.99%","4","294","3","1.02%","11","3.74%"
"126","56.76%","14","6.31%","72","32.43%","5","222","2","0.90%","8","3.60%"
"139","56.05%","12","4.84%","82","33.06%","6","248","3","1.21%","12","4.84%"
"271","66.10%","22","5.37%","97","23.66%","7","410","6","1.46%","14","3.41%"
"110","48.46%","10","4.41%","73","32.16%","8","227","8","3.52%","26","11.45%"
"144","56.47%","15","5.88%","89","34.90%","9","255","3","1.18%","4","1.57%"
"131","56.22%","18","7.73%","75","32.19%","10","233","3","1.29%","6","2.58%"
"167","64.98%","11","4.28%","59","22.96%","11","257","1","0.39%","19","7.39%"
"123","47.49%","10","3.86%","113","43.63%","12","259","2","0.77%","11","4.25%"
"139","56.97%","16","6.56%","81","33.20%","13","244","4","1.64%","4","1.64%"
"172","50.29%","11","3.22%","100","29.24%","14","342","7","2.05%","52","15.20%"
"162","64.54%","12","4.78%","67","26.69%","15","251","4","1.59%","6","2.39%"
"139","51.29%","17","6.27%","108","39.85%","16","271","0","0.00%","7","2.58%"
"221","65.00%","17","5.00%","84","24.71%","17","340","3","0.88%","15","4.41%"
"133","55.65%","12","5.02%","82","34.31%","18","239","2","0.84%","10","4.18%"
"138","64.79%","14","6.57%","56","26.29%","19","213","3","1.41%","2","0.94%"
"133","48.54%","15","5.47%","87","31.75%","20","274","9","3.28%","30","10.95%"
"","%","","%","","%","","Votes Cast","","%","","%"
"107","58.15%","12","6.52%","58","31.52%","21","184","2","1.09%","5","2.72%"
"101","42.98%","8","3.40%","110","46.81%","22","235","0","0.00%","16","6.81%"
"126","58.06%","8","3.69%","60","27.65%","23","217","3","1.38%","20","9.22%"
"195","66.33%","15","5.10%","75","25.51%","24","294","2","0.68%","7","2.38%"
"119","44.07%","10","3.70%","123","45.56%","25","270","2","0.74%","16","5.93%"
"112","49.78%","19","8.44%","82","36.44%","26","225","6","2.67%","6","2.67%"
"151","58.75%","15","5.84%","75","29.18%","27","257","3","1.17%","13","5.06%"
"223","66.77%","8","2.40%","93","27.84%","28","334","4","1.20%","6","1.80%"
"142","58.44%","11","4.53%","80","32.92%","29","243","3","1.23%","7","2.88%"
"139","52.85%","14","5.32%","92","34.98%","30","263","7","2.66%","11","4.18%"
"113","52.80%","13","6.07%","81","37.85%","31","214","2","0.93%","5","2.34%"
"184","57.68%","8","2.51%","92","28.84%","32","319","4","1.25%","31","9.72%"
"198","64.71%","14","4.58%","87","28.43%","33","306","0","0.00%","7","2.29%"
"155","58.49%","14","5.28%","85","32.08%","34","265","1","0.38%","10","3.77%"
"6079","57.55%","518","4.90%","3316","31.39%","","","130","1.23%","520","4.92%"
"184","61.13%","14","4.65%","83","27.57%","35","301","5","1.66%","15","4.98%"
"176","62.63%","16","5.69%","78","27.76%","36","281","3","1.07%","8","2.85%"
"138","66.03%","6","2.87%","42","20.10%","37","209","1","0.48%","22","10.53%"
"118","53.88%","9","4.11%","66","30.14%","38","219","5","2.28%","21","9.59%"
"147","62.82%","17","7.26%","64","27.35%","39","234","0","0.00%","6","2.56%"
"142","53.58%","13","4.91%","96","36.23%","40","265","3","1.13%","11","4.15%"
"","%","","%","","%","","Votes Cast","","%","","%"
"59","49.17%","8","6.67%","49","40.83%","1","120","0","0.00%","4","3.33%"
"186","54.23%","26","7.58%","121","35.28%","2","343","4","1.17%","6","1.75%"
"263","69.95%","13","3.46%","91","24.20%","3","376","0","0.00%","9","2.39%"
"161","53.14%","19","6.27%","117","38.61%","4","303","3","0.99%","3","0.99%"
"146","54.89%","14","5.26%","95","35.71%","5","266","2","0.75%","9","3.38%"
"134","56.30%","22","9.24%","76","31.93%","6","238","3","1.26%","3","1.26%"
"109","49.77%","15","6.85%","83","37.90%","7","219","3","1.37%","9","4.11%"
"171","59.79%","22","7.69%","87","30.42%","8","286","2","0.70%","4","1.40%"
"93","48.69%","14","7.33%","78","40.84%","9","191","1","0.52%","5","2.62%"
"133","48.72%","10","3.66%","124","45.42%","10","273","1","0.37%","5","1.83%"
"97","53.01%","16","8.74%","62","33.88%","11","183","5","2.73%","3","1.64%"
"149","51.03%","11","3.77%","126","43.15%","12","292","0","0.00%","6","2.05%"
"118","44.53%","16","6.04%","124","46.79%","13","265","4","1.51%","3","1.13%"
"141","52.81%","13","4.87%","98","36.70%","14","267","2","0.75%","13","4.87%"
"96","34.16%","18","6.41%","159","56.58%","15","281","1","0.36%","7","2.49%"
"158","50.32%","16","5.10%","130","41.40%","16","314","2","0.64%","8","2.55%"
"128","53.78%","18","7.56%","86","36.13%","17","238","1","0.42%","5","2.10%"
"145","59.92%","8","3.31%","82","33.88%","18","242","2","0.83%","5","2.07%"
"121","45.83%","12","4.55%","123","46.59%","19","264","1","0.38%","7","2.65%"
"138","47.75%","25","8.65%","117","40.48%","20","289","2","0.69%","7","2.42%"
